Movie Name,Imdb_id,Rating,Release Date,Genres,Cast
Phir Milenge,tt0422950,6.2,IMDbPro,Drama,"Salman Khan,Abhishek Bachchan,Shilpa Shetty Kundra,Mita Vashisht,Raja Krishnamoorthy,Kamalinee Mukherjee,Nassar,Rajeev Ravindranathan,Revathi"
1920: Evil Returns,tt2222550,4.9,2012,"Drama,Horror,Romance","Aftab Shivdasani,Tia Bajpai,Sharad Kelkar,Vidya Malvade,Vicky Ahuja,Tarakesh Chauhan,Kaur Jaspreet,Irma Jämhammar,Geeta Khanna,Falguni Rajani,Naresh Sharma"
Akaash Vani,tt2423132,6.3,2013,"Drama,Romance","Kartik Aaryan,Nushrratt Bharuccha,Sunny Singh,Gautam Mehra,Fatima Sana Shaikh,Kiran Kumar,Mahesh Thakur"
Pihu,tt8458202,6.7,2016,"Drama,Thriller","Rahul Bagga,Pihu Myra Vishwakarma"
Brian. West Indian Heritage & Film Industry: Guest #16,tt14942288,N/A,IMDbPro,,
Mirzya,tt4940456,4.6,IMDbPro,"Action,Drama,Fantasy","Harshvardhan Kapoor,Saiyami Kher,Art Malik,Anuj Choudhry,Om Puri,K.K. Raina,Sathya Bg,Arvind Goswami,Anjali Patil,Vikram Shankar Singh"
Ek Paheli Leela,tt4500734,3.8,2015,"Mystery,Romance,Thriller","Sunny Leone,Rahul Dev,Mohit Ahlawat,Jay Bhanushali,Jas Arora,Shivani Tanksale,Anand Vijay Kumar,Ehsaan Qureshi,Daniel Weber,Kulvinder Bakshish,C. Jay Munshi,Siddharth Singh,Jack Wayne,Mohd. Sahil,Robyn Tollady,Molly Wilson,Abigail Cutler"
Brahman Naman,tt5240748,5.5,2016,Comedy,"Shashank Arora,Tanmay Dhanania,Chaitanya Varad,Vaishwath Shankar,Sindhu Sreenivasa Murthy,Subholina Sen,Anula Navlekar,Sidhartha Mallya,Denzil Smith,Biswa Kalyan Rath,Shataf Figar,Kartik Iyer,Anisa Butt,Amrusha Palchaudhuri,Disha Raychaudhuri,Tanaya Saigal,Mounanjali Balraj"
Aiyyaa,tt2255934,4.4,2012,"Comedy,Romance","Rani Mukerji,Prithviraj Sukumaran,Nirmiti Sawant,Subodh Bhave,Jyoti Subhash,Satish Alekar,Anita Date-Kelkar,Amey Wagh,Kishori Ballal,Thamizh,Shubhangi Damle,Umesh Kulkarni,Suraj Satav,Prashant Tapasvi,Dinesh Mapari,Devnendra Joshi,Kristen"
Saaransh,tt0088031,8.1,1984,Drama,"Anupam Kher,Rohini Hattangadi,Soni Razdan,Madan Jain,Suhas Bhalekar,Alok Nath,Akash Khurana,Vijay Kashyap,Kishore Jariwala,Suresh Chatwal,Salim Ghouse,Arun Bakshi,Sankalp Dubey,Rajesh Kumar,Haidar Ali,Deepak Qazir,Haneef Zahoor"
Hawaa Hawaai,tt3501994,7.3,2014,"Drama,Family,Sport","Makrand Deshpande,Partho A. Gupte,Devraya Gole,Neha Joshi,Rekha Kamat,Sanjay Dadhich,Sanjay Tripathi,Hardik Raheja,Saqib Saleem,Srishti Sharma,Anuj Sachdev,Manav Hirey,Zufin,Shardha Shripad Nabar,Saba Qureshi,Aaliyah Qureishi,Solya Qureshi"
S2E46 | Kishore Da's film 'Mr. X in Bombay',tt27487512,N/A,IMDbPro,Talk-Show,
Do Ankhen Barah Haath,tt0050322,8.4,1957,"Comedy,Crime,Drama","Shantaram Rajaram Vankudre,Sandhya,Ulhas,B.M. Vyas,Paul Sharma,S.K. Singh,Gajendra,G. Ingawale,Chandarkar,Tyagraj,Asha Devi,Shankarrao Bhosle,Samar,Sunil,Baburao Pendharkar"
Aap Kaa Surroor: The Moviee - The Real Luv Story,tt0995840,2.3,IMDbPro,"Drama,Romance,Thriller","Himesh Reshammiya,Hansika Motwani,Mallika Sherawat,Shravan Rathod,Darshan Jariwala,Gurbani,Raj Babbar,Sachin Khedekar,Souzan Alavi,Frank Brandstätter,Ishita Chauhan,Ryan Estrada,Pankaj Jha,Marrissa Lawrence,Ron Matz,Esther Maria Pietsch,Kathrin Susanne Rieger"
The Jewel Thief,tt27447330,6.5,2023,"Documentary,Crime,Mystery","Joe Barlam,James Dale,Joseph Flore,Jaime Peralta"
Raaz Reboot,tt5639388,4.4,2016,"Horror,Mystery,Romance","Emraan Hashmi,Kriti Kharbanda,Suzanna Mukherjee,Gaurav Arora,Ashwath Bhatt,Hargun Grover,Trupti Agarwal,Claudia Susanu,Vlad Udrescu,George Burcea"
"Good Boy, Bad Boy",tt0489486,3.9,2007,"Comedy,Musical","Tusshar Kapoor,Emraan Hashmi,Isha Sharvani,Tanushree Dutta,Paresh Rawal,Sushmita Mukherjee,Kabir Sadanand,Anang Desai,Prabha Sinha,Rakesh Bedi,Navni Parihar,Madhura Naik,Harry,Tarun,Joy Sengupta,Nassar Abdulla,Ghanshyam Garg"
Do Bigha Zamin,tt0045693,8.3,1953,Drama,"Balraj Sahni,Nirupa Roy,Ratan Kumar,Murad,Rajlakshmi Devi,Nana Palsikar,Noor,Nasir Hussain,Rekha Mallick,Misra,Chitra,Jagdeep,Sarita Devi,Dilip Kumar Jr.,Ramayan Tiwari,Meena Kumari,Paul Mahendra"
Samay: When Time Strikes,tt0384491,7.0,2003,"Crime,Mystery,Thriller","Sushmita Sen,Lucy Bartholomew,Tushar Dalvi,Deepak Dobriyal,Mohan Kapur,Jatin Karia,Rajesh Khera,Dinesh Lamba,Sana Saeed,Veerendra Saxena,Mona Shetty,Jackie Shroff,Barkha Singh,Sushant Singh"
Seeta Aur Geeta,tt0078222,6.9,1972,"Adventure,Comedy,Drama","Dharmendra,Sanjeev Kumar,Hema Malini,Manorama,Pratima Devi,Satyendra Kapoor,Kamal Kapoor,Ratnamala,Radhika Rani,Honey Irani,Dev Kishan,Alankar Joshi,Roopesh Kumar,Keshav Rana,Mushtaq Merchant,Deepak,M.B. Shetty"
Bhoomi,tt6265988,5.3,2017,"Action,Crime,Drama","Sanjay Dutt,Sunny Leone,Aditi Rao Hydari,Sharad Kelkar,Sidhant Gupta,Govind Pandey,Shekhar Suman,Shyam Gopal,Riddhi Sen,Dimpy Mishra,Veer Aryan,Puru Chibber,Rahul Verma Rajput,Aarti Gupta,Sakshi Dwivedi,Sarita Sharma,Anuja Chauhan"
Yeh Lamhe Judaai Ke,tt0385351,3.1,2004,"Drama,Mystery,Romance","Shah Rukh Khan,Raveena Tandon,Navneet Nishan,Avtar Gill,Mohnish Behl,Deven Bhojani,Birbal,Brahmachari,Rashami Desai,Bhushan Kumar Dhar,Kiran Kumar,Kaanu Mukherjee"
Jud Süß - Ein Film als Verbrechen?,tt0272685,6.3,IMDbPro,Drama,"Axel Milberg,Florian Martens,Wolf-Dietrich Berg,Esther Hausmann,Alexandra Henkel,Christoph Bantzer,Edgar Bessen,Buddy Elias,Patrick Elias,Matthias Fuchs,Ralph Giordano,Margot Hielscher,Fritz Hippler,Siegfried Kernen,Maria Körber,Torben Liebrecht,Kai Maertens"
Makdee,tt0341455,7.5,2002,"Comedy,Family,Fantasy","Shabana Azmi,Shweta Basu Prasad,Makrand Deshpande,Aalaap Majgavkar,Mohini Mathur,Farooq Sarkari,Suhaas Joshi,Amitabh Ghosh,Pappu,Suruchi Kaloti,Sharmishta,Desh Deepak,Shailendra,Vipin Bhai,Satyajit Mahanti,Shahid Ali,Swaraj Balkawade"
Behen Hogi Teri,tt6537508,5.6,2017,Comedy,"Rajkummar Rao,Shruti Haasan,Gautam Gulati,Darshan Jariwala,Ninad Kamat,Ranjeet Bedi,Reena Aggarwal,Gulshan Grover,Zohab Khan,Durgesh Kumar,Meenakshi Sethi,Raj Sharma,Vijaylaxmi Singh,Herry Tangiri"
"Gandhi, My Father",tt0459293,7.3,2007,"Biography,Drama,History","Akshaye Khanna,Darshan Jariwala,Shefali Shah,Bhoomika Chawla,Daniel Janks,Ilanit Shapiro,Mithilesh Chaturvedi,Raj Zutshi,Bomie E. Dotiwala,Greg Viljoen,Rustom Irani,Nayan Shukla,Padmesh Rawal,Dharmendra Gohil,Mona Ambegaonkar,Steve Mullins,Russell Byrne"
Babumoshai Bandookbaaz,tt6711660,6.9,2017,"Action,Comedy,Crime","Nawazuddin Siddiqui,Bidita Bag,Jatin Goswami,Shraddha Das,Divya Dutta,Murli Sharma,Bhagwan Tiwari,Anita Sahgal,Naveen Tyagi,Sanjay Inamdar,Anil George,Simran Nisha,Jeetu Shivhare,Akash,Sachin Choubey,Mahesh Chandra Deva,Sunny Dixit"
Union Leader,tt6395306,7.1,2017,Drama,"Rahul Bhat,Tillotama Shome,Prashant Barot,Jay Bhatt,Mehul Buch,Jigar Bundela,Haresh Daghiya,Chetan Daiya,Kalpana Gagdekar,Vivek Ghamande,Mukesh Jani,Salil Mehta,Jayesh More,Sonali Nanavati,Sudhir Pandit,Kamlesh Parmar,Kamlesh Parmar"
Hawaizaada,tt4338154,5.5,2015,"Biography,Drama","Naman Jain,Mithun Chakraborty,Samir Chandra,Kanishka Singh Deo,Krutika Deo,Gaurav Dwivedi,Jeffrey Goldberg,Mark Hannant,Ariyan Jibon,Ayushmann Khurrana,Priyanka Setia,Shefali Shah"
Dil Hai Tumhaara,tt0328998,5.5,2002,"Drama,Romance","Rekha,Preity G Zinta,Arjun Rampal,Mahima Chaudhry,Jimmy Shergill,Alok Nath,Dilip Joshi,Vivek Shauq,Anjan Srivastav,Govind Namdeo,Gajraj Rao,Sachin Khedekar,Natasha Sinha,Achyut Potdar,Raveena Taurani,Karishma Lalwani,Shreya Chawla"
Nishabd,tt0824375,5.4,2007,Drama,"Amitabh Bachchan,Jiah Khan,Revathi,Nassar,Shraddha Arya"
Waiting for You,tt6357780,N/A,IMDbPro,Drama,Xiwen Cao
Tango Charlie,tt0444913,6.1,2005,"Action,Adventure,Drama","Ajay Devgn,Bobby Deol,Sanjay Dutt,Suniel Shetty,Tanishaa Mukerji,Nandana Sen,Sudesh Berry,Shahbaaz Khan,Vishal Thakkar,Kelly Dorji,Vivek Shauq,Sanjay Mishra,Shalu Sharma,Arun Behl,Subrat Dutta,Gargie,Jasbir Gill"
Hadh Kar Di Aapne,tt0244528,5.3,IMDbPro,"Comedy,Romance","Govinda,Rani Mukerji,Johny Lever,Paresh Rawal,Satish Kaushik,Tinnu Anand,Avtar Gill,Viju Khote,Bharat Kapoor,Navneet Nishan,Tanaaz Currim Irani,Helen Brodie,Smita Jaykar,Bobby Poonia,Kajal Shah,Shankar,Gavin Packard"
Hotel Salvation,tt5997928,7.0,IMDbPro,"Comedy,Drama","Adil Hussain,Lalit Behl,Geetanjali Kulkarni,Palomi Ghosh,Navnindra Behl,Abhilash Narain"
Ek Ajnabee,tt0457875,5.3,2005,"Action,Crime,Drama","Amitabh Bachchan,Arjun Rampal,Perizaad Zorabian,Rucha Vaidya,Vikram Chatwal,Dayashankar Pandey,Akhilendra Mishra,Aditya Lakhia,Raj Zutshi,Kelly Dorji,Denzil Smith,Yuth,Abhishek Bachchan,Lara Dutta"
Revolver Rani,tt3290688,4.6,2014,"Action,Comedy,Crime","Kangana Ranaut,Vir Das,Backagaindancer,Zakir Hussain,Jami Jafry,Saleem Javed,Zafar Khan,Kumud Mishra,Piyush Mishra,Rahul Mittra,Zeishan Quadri,Bhupendra Sakalay,Pankaj Saraswat,Mishkka Shekhawat,Abhijeet Shetty"
Delhi Safari,tt1172587,5.5,2012,"Animation,Adventure,Comedy","Govinda,Akshaye Khanna,Urmila Matondkar,Boman Irani,Swini Khara,Saurabh Shukla,Sanjay Mishra,Deepak Dobriyal,Prem Chopra,Girish Dhamija,Suniel Shetty,Nitin Anand,Akhil Mishra,Yash Ratan Pal,Maya Sarao,Carlos Alazraqui,Jason Alexander"
Dil Ka Rishta,tt0330217,4.8,IMDbPro,"Drama,Musical,Romance","Arjun Rampal,Aishwarya Rai Bachchan,Priyanshu Chatterjee,Rakhee Gulzar,Paresh Rawal,Isha Koppikar,Tiku Talsania,Rajesh Vivek,Pankaj Berry,Chaitanya,Ramesh Goyal,Goolshan Mazdiasni"
Army of Darkness (1992) - Super Serious Film Fest,tt24734526,N/A,IMDbPro,,
13/06/2023: Anniversario dell'uscita del film 007 si vive solo due volte,tt28059709,N/A,IMDbPro,Talk-Show,
Jaanam Samjha Karo,tt0226847,4.8,IMDbPro,"Drama,Romance","Salman Khan,Urmila Matondkar,Jaspal Bhatti,Shammi Kapoor,Bindu Desai,Navneet Nishan,Kannu Gill,Sadashiv Amrapurkar,Monica Bedi,Laxmikant Berde,Rohini Hattangadi,Dimple Inamdar,Grusha Kapoor,Shakti Kapoor,Ashwin Kaushal,Ahmed Khan,Mushtaq Khan"
Aa Ab Laut Chalen,tt0149568,5.3,1999,"Musical,Romance,Drama","Rajesh Khanna,Akshaye Khanna,Aishwarya Rai Bachchan,Suman Ranganath,Navin Nischol,Kader Khan,Paresh Rawal,Satish Kaushik,Jaspal Bhatti,Vivek Vaswani,Himani Shivpuri,Alok Nath,Moushumi Chatterjee,Jatin Sial,Aditya Hitkari,Sulabha Arya,Lazzaro"
Hisss,tt1244093,2.9,2010,"Comedy,Drama,Horror","Mallika Sherawat,Irrfan Khan,Jeff Doucette,Divya Dutta,Raman Trikha,Mahmoud Babai,Raj Bhansali,Sunny Charles,Tony Ciccone,Parvez Khan,Govind Menon,Sunita Rajwar,Sunit Razdan,Aimee Swann,Meenakshi Thakur"
Oh Darling Yeh Hai India,tt0114031,4.0,IMDbPro,Comedy,"Shah Rukh Khan,Deepa Sahi,Jaaved Jaaferi,Anupam Kher,Amrish Puri,Tom Alter,Tinnu Anand,Sadashiv Amrapurkar,Tiku Talsania,Kader Khan,Shri Vallabh Vyas,Raza Murad,B.M. Vyas,Anil Nagrath,Ranjana Sharma,Ranjeet Bedi,Prashant Narayanan"
India's Most Wanted,tt8484942,4.7,2019,"Action,Adventure,Thriller","Arjun Kapoor,Sudev Nair,Preet Bhullar,Rajesh Sharma,Alexander Prasanth,Santilal Mukherjee,Sonia Albizuri,Sanjay Bhatia,Jiban Bhattarai,Nikhil Dave,Sudhir S. Dayma,Sandeep Shridhar Dhabale,Ankita Dubey,Amit Jairath,Aasif Khan,Shubham Kumar,Resh Lamba"
Dus Kahaniyaan,tt0823451,5.7,2007,Drama,"Arbaaz Khan,Mandira Bedi,Sudhanshu Pandey,Jimmy Shergill,Masumeh Makhija,Amrita Singh,Parmeet Sethi,Minissha Lamba,Mahesh Manjrekar,Neha Dhupia,Manoj Bajpayee,Dia Mirza,Aftab Shivdasani,Neha Oberoi,Anupam Kher,Dino Morea,Tarina Patel"
Ujda Chaman,tt11046300,6.9,2019,Comedy,"Sunny Singh,Maanvi Gagroo,Karishma Sharma,Gagan Arora,Atul Kumar,Grusha Kapoor,Rajendra Chawla,Suparna Marwah,Aishwarya Sakhuja,Sharib Hashmi,Saurabh Shukla,Satish Sharma,Pankhuri Gidwani,Gurpal Singh,Jaspal Kaur,Abhilash Chaudhary,Vidushi Kaul"
Ardh Satya,tt0085178,8.1,1983,"Crime,Drama","Om Puri,Smita Patil,Amrish Puri,Shafi Inamdar,Achyut Potdar,Sadashiv Amrapurkar,Naseeruddin Shah,Prabhakar Patankar,Rafique Mukadam,Madhuri Purandare,Shanta Gokhale,Ila Arun,Leela Jariwala,Arun Kakde,Suresh Bhagwat,Surendra Roy,Sharad Smart"
Chandani,tt0097045,6.7,1989,"Drama,Musical,Romance","Sridevi,Rishi Kapoor,Vinod Khanna,Waheeda Rehman,Anupam Kher,Sushma Seth,Achala Sachdev,Beena Banerjee,Manohar Singh,Renu Arya,Mita Vashisht,Asha Sharma,Anant Mahadevan,Manju Maini,Shyam Arora,Ram Gopal Bajaj,Suhas Joshi"
American Horror Story,tt1844624,8.0,2011– ,"Drama,Horror,Sci-Fi","Lady Gaga,Kathy Bates,Angela Bassett,Sarah Paulson,Evan Peters,Denis O'Hare,Lily Rabe,Frances Conroy,Jessica Lange,Emma Roberts,Billie Lourd,Leslie Grossman,Cheyenne Jackson,Adina Porter,Taissa Farmiga,Finn Wittrock,Zachary Quinto"
Exposé,tt0072960,5.4,1976,"Horror,Thriller","Udo Kier,Linda Hayden,Fiona Richmond,Patsy Smart,Karl Howman,Vic Armstrong,Sydney Knight"
Ek Rishtaa: The Bond of Love,tt0284083,5.2,2001,Drama,"Amitabh Bachchan,Rakhee Gulzar,Akshay Kumar,Karisma Kapoor,Mohnish Behl,Juhi Chawla,Simone Singh,Ashish Vidyarthi,Alok Nath,Anang Desai,Kanika Kohli,Kunika Sadanand,Mayur Verma,Avtar Gill,Tej Sapru,Anil Nagrath,Vishwajeet Pradhan"
Get Educated: Paathshaala,tt1194236,5.0,2010,"Drama,Family","Nana Patekar,Shahid Kapoor,Ayesha Takia,Sushant Singh,Saurabh Shukla,Anjan Srivastav,Kurush Deboo,Sanatan Modi,Shraddha Arya,Kainaz Motivala,Dwij Yadav,Swini Khara,Ali Haji,Manas Adhiya,Salman Ahmed,Vicky Ahuja,Bikky Ahujaa"
Love Ke Liye Kuch Bhi Karega,tt0287537,6.0,IMDbPro,"Comedy,Crime,Romance","Saif Ali Khan,Fardeen Khan,Aftab Shivdasani,Sonali Bendre,Twinkle Khanna,Johny Lever,Dalip Tahil,Sharat Saxena,Snehal Dabi,Suresh Bhagwat,Tanikella Bharani,Shubha,Shri Vallabh Vyas,Haidar Ali,Dilip Pavle,Satish Joshi,Mukesh S. Bhatt"
Ankur Arora Murder Case,tt2912578,6.5,2013,"Drama,Thriller","Kay Kay Menon,Visshesh Tiwari,Tisca Chopra,Arjun Mathur,Paoli Dam,Vishakha Singh,Manish Chaudhari,Kanchan Awasthi,Harsh Chhaya,Khushboo Kamal,Amit Khanna,Sachin Khurana"
Aashiqui,tt15731270,9.5,2022,Romance,"Shyam,Amrapali Dubey"
All Too Well,tt9603082,8.4,2021,"Short,Biography,Drama","Sadie Sink,Dylan O'Brien,Taylor Swift,Shawn Levy,Jeremiah Corley,Rashauna Eastman,Anthony Espino,Jeffrey Castillo Peña,Elise Turin,Mariama Stella Bonetti,Laura Krstovska-Guerrero,Sophie Levy,Tess Levy,Charlie Levy,Colette Levy,Mitchell Sink,Christine Brown"
Hum Aapke Dil Mein Rehte Hain,tt0189592,5.5,IMDbPro,"Drama,Romance","Anil Kapoor,Kajol,Anupam Kher,Shakti Kapoor,Parmeet Sethi,Mink Singh,Satish Kaushik,Rakesh Bedi,Johny Lever,Smita Jaykar,Sudha Chandran,Gracy Singh,Sadhu Meher,Raju Shrestha,Adi Irani,Dinesh Hingoo,Anu Malik"
Aashiq Banaya Aapne: Love Takes Over,tt0477253,4.3,2005,"Drama,Romance,Thriller","Emraan Hashmi,Tanushree Dutta,Sonu Sood,Preeti Ganguli,Ashwini Kalsekar,Zabyn Khan,Navin Nischol,Himesh Reshammiya"
Fever Pitch (the 1997 film): QK Fan Club Preview,tt29194990,N/A,IMDbPro,Sport,
Diljale,tt0286593,5.8,1996,"Action,Drama,Romance","Ajay Devgn,Sonali Bendre,Amrish Puri,Parmeet Sethi,Madhoo,Shakti Kapoor,Gulshan Grover,Akash Khurana,Farida Jalal,Tinnu Anand,Arun Bakshi,Rakesh Bedi,Achyut Potdar,Himani Shivpuri"
It's a Wonderful Afterlife,tt1319716,5.4,2010,"Comedy,Drama,Fantasy","Sanjeev Bhaskar,Steve Morphew,Steve Jones,Jamie Sives,Sendhil Ramamurthy,Mark Addy,Shabana Azmi,Goldy Notay,Sacha Shilov,Teghvir Gujral,Harry Rance,Ray Panthaki,Jack Gordon,Shaheen Khan,Lalita Ahmed,Saraj Chaudhry,Adlyn Ross"
Zubeidaa,tt0255713,6.5,2001,"Biography,Drama,History","Karisma Kapoor,Rekha,Manoj Bajpayee,Rajit Kapoor,Surekha Sikri,Amrish Puri,Farida Jalal,Shakti Kapoor,Lillete Dubey,Ravi Jhankal,Smriti Mishra,S.M. Zaheer,Harish Patel,Seema Pahwa,Parzaan Dastur,Devendra Malhotra,Kiran Rathore"
Namak Haraam,tt0070434,7.2,1973,Drama,"Rajesh Khanna,Amitabh Bachchan,Simi Garewal,Rekha,Govardhan Asrani,A.K. Hangal,Om Shivpuri,Manmohan,Durga Khote,Raza Murad,Jayshree Talpade,Yogesh Chhabra,Darshan,Neelam,Lalita Kumari,Habiba Rehman,Kamaldeep"
The Lost Films of Bloody Nora,tt7855776,7.2,IMDbPro,"Short,Comedy",
Ek Ruka Hua Faisla,tt0157571,8.3,IMDbPro,"Crime,Drama,Thriller","Deepak Qazir,Amitabh Srivastava,Pankaj Kapur,S.M. Zaheer,Subhash Udghate,Hemant Mishra,M.K. Raina,K.K. Raina,Annu Kapoor,Subbiraj,Shailendra Goel,Aziz Qureshi"
1920 London,tt5638500,4.1,2016,"Horror,Mystery","Sharman Joshi,Meera Chopra,Vishal Karwal,Surendra Pal,Charu Rohatgi,Sushmita Mukherjee,Siraj Mustafa Khan,Jalpa Bhatt,Jagat Rawat,Vishal Malhotra,Dinesh Mehta,Kamal Adib,Jyoti Chudasma,Mansi,Sujay Hulchal,Vipin Sharma,Meenal Kapoor"
Neal 'N' Nikki,tt0470869,3.2,2005,"Comedy,Musical,Romance","Uday Chopra,Tanishaa Mukerji,Abhishek Bachchan,Richa Pallod,Gaurav Gera,Kamini Khanna,Sushil Parashar,Sanaa Abdu Khazal,Zain Meghji,Garry Saran,Kristy McQuade,Samantha McLeod,Priya Sachdev,Alexandre Montez,Serinda Swan,Simmy Cheema,Pawan Chopra"
Sahib Bibi Aur Ghulam,tt0056436,8.1,1962,"Drama,Musical","Meena Kumari,Guru Dutt,Rehman Khan,Waheeda Rehman,Nasir Hussain,Dhumal,D.K. Sapru,Harindranath Chattopadhyay,Pratima Devi,Ranjit Kumari,S.N. Banerjee,Krishan Dhawan,Jawahar Kaul,Vikram Kapoor,Mukund Banerjee,Bimla Kumari,Minoo Mumtaz"
Making Baja California International Film Festival 2019,tt20448180,N/A,IMDbPro,News,
Mohalla Assi,tt4949324,6.6,2015,"Comedy,Drama","Sunny Deol,Sakshi Tanwar,Ravi Kishan,Saurabh Shukla,Rajendra Gupta,Seema Azmi,Syed Iqbal Ahmad,Alex,Alice,Alisha,Ambrish,Ishtiyaq Ansari,Arihant,Lal Baba,Vishwa Badola,Urvashi Singh Bhadli,Burman"
Some 2017 Films,tt21383516,N/A,Cast & crew,Comedy,John Festle
Rajma Chawal,tt6747420,5.7,2018,"Comedy,Drama,Family","Amyra Dastur,Rishi Kapoor,Mukesh Chhabra,Manu Rishi Chadha,Sheeba Chaddha,Aparshakti Khurana,Brijendra Kala,Harish Khanna,Nirmal Rishi,Diksha Juneja,Mahesh Balraj,Jeetu Shastri,Gulab Singh Tanwar,Anirudh Tanwar,Akash Dabas,Chirag Khatri,Vimi Mehta"
Mujhse Dosti Karoge!,tt0272736,5.0,2002,"Comedy,Drama,Family","Hrithik Roshan,Kareena Kapoor,Rani Mukerji,Uday Chopra,Satish Shah,Kiran Kumar,Smita Jaykar,Himani Shivpuri,Sachin Khedekar,Maya Alagh,Athit Naik,Parikshit Sahni,Nandini Seth,Barkha Singh"
Khubsoorat,tt0244585,7.6,1980,"Comedy,Drama,Family","Ashok Kumar,Rekha,Rakesh Roshan,Shashikala Jawalkar,Aradhana Deshpande,Dina Pathak,David Abraham,S.N. Banerjee,Keshto Mukherjee,Amarnath,Vijay Sharma,Ranjit Chowdhry,Anand,Baby Komal,Saral Mama,Om Shivpuri"
Chameli Ki Shaadi,tt0090812,7.5,1986,"Comedy,Drama,Romance","Anil Kapoor,Amrita Singh,Om Prakash,Amjad Khan,Pankaj Kapur,Annu Kapoor,Bharti Achrekar,Satyendra Kapoor,Ram Sethi,Tabassum Govil,Nandita Thakur,Huma Khan,Ghanshyam Rohera,Shail Chaturvedi,Jinder Walia,Dilip Mukherjee,Raaj Anand"
Traffic Signal,tt0819810,6.6,2007,Drama,"Kunal Kemmu,Nitu Chandra,Upendra Limaye,Ranvir Shorey,Manish Mehta,Vicky Tulaskar,Nassar Abdulla,Yakub Sayyad,Santosh Dharni,Raj Munnan,Sandeep Mehta,Indira Iyer,Konkona Sen Sharma,Sudhir Mishra,Madhu Sharma,Aditi Bhagwat,Sandeep Kulkarni"
Dil Ne Jise Apna Kaha,tt0396563,4.4,2004,"Drama,Romance","Salman Khan,Preity G Zinta,Bhoomika Chawla,Rati Agnihotri,Helen,Renuka Shahane,Aashif Sheikh,Viju Khote,Riya Sen,Delnaaz Irani,Mukesh Ahuja,Bobby Darling,Stephen Fernandes,Gulshan,Dinesh Hingoo,Vidyut Jammwal,Shashi Kiran"
Il faut le sauver! (Entretien avec Werner Schroeter) (Carnet Filmé: 8 mars 1980),tt12418346,N/A,IMDbPro,Documentary,"Werner Schroeter,Gérard Courant,Gualberto Ferrari"
Amar Prem,tt0066758,8.1,1972,"Drama,Musical,Romance","Rajesh Khanna,Sharmila Tagore,Sujit Kumar,Bindu Desai,Madan Puri,Bobby,Om Prakash,Vinod Mehra,Satyendra Kapoor,Manmohan,Abhi Bhattacharya,Rammohan Sharma,Mohan Choti,Gurnam Singh,Paresh Nanda,Leela Mishra,Asit Kumar Sen"
Teen Patti,tt1183917,4.2,2010,"Crime,Drama,Thriller","Amitabh Bachchan,Madhavan,Shraddha Kapoor,Akkash Basnet,Siddharth Kher,Dhruv Ganesh,Saira Mohan,Vaibhav Talwar,Raima Sen,Ben Kingsley,Tinnu Anand,Kavin Dave,Ajay Devgn,Kaluram Dhobale,Mariah Gomes,Pankaj Jha,Barry John"
Chittagong,tt1785333,7.3,2012,"Action,Drama,War","Manoj Bajpayee,Barry John,Delzad Hiwale,Vega Tamotia,Nawazuddin Siddiqui,Rajkummar Rao,Jaideep Ahlawat,Vijay Varma,Dibyendu Bhattacharya,Vishal Vijay,Alexx O'Nell,Anurag Arora,Sauraseni Maitra,Chaiti Ghosh,Paritosh Sand,Tanaji Dasgupta,Arindol Bagchi"
Waqt Hamara Hai,tt0290331,5.9,1993,"Action,Comedy,Romance","Akshay Kumar,Suniel Shetty,Ayesha Jhulka,Mamta Kulkarni,Rami Reddy,Aruna Irani,Anupam Kher,Tiku Talsania,Mahesh Anand,Viju Khote,Arun Bakshi,Shobha Khote,Guddi Maruti,Sudhir Dalvi,Gavin Packard,Viju Penkar,Hanif Chatriwala"
"Ep 10: Elf (movie review of the 2003 film starring Will Ferrell, James Caan and Zooey Deschanel)",tt28175967,N/A,IMDbPro,,
Koshish,tt0215911,8.4,IMDbPro,Drama,"Sanjeev Kumar,Jaya Bachchan,Govardhan Asrani,Seema Deo,Om Shivpuri,Dina Pathak,Nitin Sethi,Atam Prakash,Urmila Bhatt,Master Chintu,Manjula,Mona Rajput,Nasir,Kamaldeep,Yash,Sheikh,Biren Tripathy"
Aarzoo,tt0284811,5.0,1999,"Action,Drama,Romance","Madhuri Dixit,Akshay Kumar,Saif Ali Khan,Paresh Rawal,Amrish Puri,Yunus Parvez,Ranjan Kaushal,Anil Nagrath,Vikas Anand,Tarana,Arun Kumar,Baby Sadat,Baby Gazala,Baby Sundas,Mohan Joshi,Laxmikant Berde,Aruna Irani"
Pure One,tt0067546,7.2,1972,"Musical,Romance,Drama","Ashok Kumar,Meena Kumari,Raaj Kumar,Veena,D.K. Sapru,Kamal Kapoor,Vijay Laxmi,Jagdish Kanwal,Nadira,Pratima Devi,Prakash Gill,Altaf,Praveen Paul,Lotan,Chanda,Meenaxi,Chandra Mohan"
