Movie Name,Imdb_id,Rating,Release Date,Genres,Cast
Khal-Naaikaa,tt0280832,3.7,1993,"Crime,Drama,Thriller","Jeetendra,Jaya Prada,Anu Agarwal,Mehmood,Varsha Usgaonkar,Puneet Issar,Sahebzadi Kohli,Master Zain Ansari,Bharat B. Bhalla"
Brasov International Film Festival & Market 2013,tt4126610,8.0,IMDbPro,Documentary,"Bruno Pischiutta,Daria Trifu,Denisa Barvon,Clara Voda,Sophia Gilberto,Angie Antal,Iuliana Adumitresei,Sorin Adumitresei,Paula Blank,Andreea Bunica,Ana-Maria Cioflec,Cristiana Cioflec,Nubia De La Fuente,Bianca Dumitrascu,Flavia Dumitrascu,Luciana Dumitrascu,Andreea Dumitru"
Annarth,tt0338721,3.0,2002,"Action,Crime,Drama","Sanjay Dutt,Suniel Shetty,Ashutosh Rana,Preeti Jhangiani,Tinnu Anand,Shweta Menon,Johny Lever,Razak Khan,Gautam Rode,Vinod Kambli,Rajiv Thakker,Varsha,Heena Talwar,Dinesh Khandekar,Akshay Verma,Akash Salgotra,Uday Sabnis"
Dil Deke Dekho,tt0230141,6.9,IMDbPro,"Musical,Romance","Shammi Kapoor,Asha Parekh,Sulochana Latkar,Raj Mehra,Randhir,Rajendranath Malhotra,Wasti,Mumtaz Ali,Indira,Kewal Kapoor,Tahir Khan,B.K. Mukherjee,Surendra,Siddhu,Edwina,Tahir Hussain,Tricky Joe"
The Train: A Short Film in Time,tt1033500,7.4,IMDbPro,"Short,Drama","Brooks Livermore,James Rhodes,Peter Salter,Lawrence Sheldon"
22 Yards,tt9496212,5.1,2019,Sport,"Barun Sobti,Amartya Ray,Rajit Kapoor,Panchi Bora,Rajesh Sharma,Chaiti Ghosal,Geetika Tyagi,Mrinal Mukherjee,Kalyan Chatterjee,Pallavi Chatterjee,Vikram Kochhar,Kartikey Tripathi,Navjot Singh,Subrata Guha Roy,Surya Kar,Partha Rudra,Subhomoy Das"
Badmashiyaan,tt4511416,4.6,2015,"Comedy,Romance","Sidhant Gupta,Suzanna Mukherjee,Gunjan Malhotra,Sharib Hashmi,Karanveer Mehra"
Sapne Saajan Ke,tt0105315,3.7,1992,"Drama,Romance","Jackie Shroff,Dimple Kapadia,Karisma Kapoor,Rahul Roy,Aruna Irani,Reema Lagoo,Alok Nath,Gulshan Grover,Brahmachari,Dinesh Hingoo,Shobha Khote,Mushtaq Merchant,Kumar Sanu,Alka Yagnik,Prakash Anna,Harbans Darshan M. Arora,Kedarnath Saigal"
Uchû keiji Gyaban,tt0182637,7.6,1982–1983,"Action,Adventure,Fantasy","Kenji Ôba,Yumiko Furaya,Toshiaki Nishizawa,Jun Tatara,Wakiko Kano,Michiro Iida,Ken Nishida,Kyoko Nashiro,Shin'ichi Chiba,Tamie Kubota,Masayuki Suzuki,Aiko Tachibana,Morita Sakamoto,Noboru Mitsutani,Ichijo Masamune,Takeshi Watabe,Machiko Soga"
Depth,tt0259322,6.9,1980,"Drama,Horror","Shreeram Lagoo,Anant Nag,Indrani Mukherjee,Padmini Kolhapure,Rita Bhaduri,Amrish Puri,Sudhir Dalvi,Suhas Bhalekar,Shubha Joshi,Satyendran,Satyakumar Patil,Somu,Rao,M.B. Shetty,Indiramma,Kamlabai Gokhale,Tyagraj"
Jallaad,tt0113455,5.7,IMDbPro,"Action,Drama","Mithun Chakraborty,Madhoo,Rambha,Kader Khan,Avtar Gill,Vikas Anand,Sulabha Arya,Moushumi Chatterjee,Prem Chopra,Puneet Issar,Shakti Kapoor,Gavin Packard,Yunus Parvez,Asha Sharma,Gurbachan Singh,Tiku Talsania"
Gulabi Aaina,tt0386499,4.5,2003,"Comedy,Short","Edwin Fernandes,Ramesh Menon,Rishi Raj,Shahnawaz Baqal"
Kabhi Na Kabhi,tt0116737,4.3,1998,"Action,Drama,Romance","Jackie Shroff,Anil Kapoor,Pooja Bhatt,Paresh Rawal,Tinnu Anand,Alok Nath,Rohini Hattangadi,Sukumari,Vinodini,Darshan Bagga,Mac Mohan,Cochin Hanifa,Kitty,Suresh Menon"
Tahkhana,tt0260411,5.5,1986,"Action,Drama,Horror","Hemant Birje,Kamran Rizvi,Arti Gupta,Preeti Sapru,Puneet Issar,Imtiaz Khan,Sheetal,Shamsuddin,Rajendranath Malhotra,Narendranath Malhotra,Huma Khan,Tanuja Ramsay,Sunil Dhawan,Amarnath Mukherjee,Trilok Kapoor,Bhushan Tiwari,Raj Kishore"
Paisa Vasool,tt7188742,4.3,2017,"Action,Comedy","Nandamuri Balakrishna,Shriya Saran,Vikramjeet Virk,Musskan Sethi,Kyra Dutt,Mohammad Ali,Joy Badlani,Kabir Bedi,Dhritiman Chatterjee,Srikanth Iyengar,Alok Jain,Mukhtar Khan,Pavitra Lokesh,Prudhviraj,Sairaj Suthari,Amit Tiwari,Temper Vamsi"
Police Public,tt0100384,6.7,1990,"Crime,Thriller","Vijay Aidasani,Jayshree Arora,Ila Arun,Kabir Bedi,Rakesh Bedi,Prem Chopra,Sudhir Dalvi,Poonam Dhillon,A.K. Hangal,Arbaaz Ali Khan,Raj Kiran,Raaj Kumar,Reema Lagoo,Vineeta Malik,Moksha,Vinod Nagpal,Harish Patel"
The 1988 European Film Awards,tt0876447,N/A,IMDbPro,,"Agustín Almodóvar,Pedro Almodóvar,Ingmar Bergman,Bernardo Bertolucci,Anthony Hopkins,Julio Iglesias,Nastassja Kinski,Alfredo Landa,Giulietta Masina,Marcello Mastroianni,Carmen Maura,Ornella Muti,Fernando Rey,Max von Sydow,Wim Wenders"
Aadmi Aur Insaan,tt0158449,6.2,IMDbPro,"Drama,Romance,Thriller","Dharmendra,Saira Banu,Feroz Khan,Mumtaz Askari,Johnny Walker,Sardar Singh Randhawa,Akhtar-Ul-Iman,Ajit Singh Deol,Uma Dutt,Anwar Hussain,Iftekhar,Gajanan Jagirdar,Kamini Kaushal,Ajit Khan,Manmohan Krishna,Roopesh Kumar,Nana Palsikar"
Chor Machaye Shor,tt0175530,6.1,1974,"Action,Musical,Romance","Shashi Kapoor,Mumtaz Askari,Govardhan Asrani,Tarun Ghosh,Danny Denzongpa,Madan Puri,Kamal Kapoor,Sajjan,Shyam Kumar,Asit Kumar Sen,Chaman Puri,Rammohan Sharma,C.L. Shah,Mahendra Dutt,Uma Dutt,Prakash,Meena Talpade"
Shabri,tt2032530,5.9,IMDbPro,"Action,Crime,Drama","Isha Koppikar,Raj Arjun,Manish Wadhwa,Pradeep Singh Rawat,Zakir Hussain,Vijay Kadechkar,Sanjay Kulkarni,Datta Sonawane,Vimal Mhatre,Kishore Nandlaskar,Niraj Kumar,Ragesh Asthana,Parvez Khan,Chandan Pethkar,Archana Thavre,Pravesh Mishra,Vikram Goray"
Bedardi,tt0358992,4.3,1993,"Action,Crime","Ajay Devgn,Urmila Matondkar,Reena Roy,Naseeruddin Shah,Kiran Kumar,Deven Verma,Harish Patel,Ramesh Bhatkar,Sanjeeva,Prashant Damle,Atul Parchure,Sonia Mulay,Ali Khan,Nilofar,Santosh Gupta,Debu,Rocky"
Shriman Shrimati,tt0379504,6.2,1982,"Comedy,Drama,Family","Sanjeev Kumar,Rakhee Gulzar,Rakesh Roshan,Deepti Naval,Amol Palekar,Sarika Thakur,Dheeraj Kumar,Lalita Pawar,A.K. Hangal,Kanwarjeet Paintal,Kumari Naaz,Ramanamurthy,Leela Mishra,Vijoo,Dinesh Hingoo,Shreeram Lagoo,Ramesh Deo"
Ghaath,tt0213677,4.8,2000,"Crime,Drama,Thriller","Manoj Bajpayee,Tabu,Om Puri,Anupam Kher,Sheeba Agarwal,Raveena Tandon,Arshad Warsi,Mukesh Tiwari,Irrfan Khan,Raju Kher,Johny Lever,Vishwajeet Pradhan,Makrand Deshpande,Raju Mavani,Sachin Khedekar,Tinnu Anand,Rajendra Butala"
Ilaaka,tt0097563,4.6,1989,"Action,Drama","Mithun Chakraborty,Sanjay Dutt,Madhuri Dixit,Amrish Puri,Amrita Singh,Dalip Tahil,A.K. Hangal,Goga Kapoor,Dharmendra,Rakhee Gulzar,Mac Mohan,Johny Lever,Om Puri,Avtar Gill,Jagdeep,K.K. Raj,Gurbachan Singh"
Kisse Pyaar Karoon?,tt0438894,3.5,IMDbPro,"Action,Comedy,Crime","Arshad Warsi,Aashish Chaudhary,Yash Tonk,Udita Goswami,Aarti Chhabria,Shweta Menon,Ashish Vidyarthi,Shakti Kapoor,Vindu Dara Singh,Adi Irani,Jeetu Verma,Shashi Kiran,Arun Verma,Brahma Bagwan,Praveen"
Zindagi Na Milegi Dobara,tt1562872,8.2,2011,"Comedy,Drama,Musical","Hrithik Roshan,Farhan Akhtar,Abhay Deol,Katrina Kaif,Kalki Koechlin,Ariadna Cabrol,Naseeruddin Shah,Deepti Naval,Supreet Bedi,Anisa Butt,Juan Jose Amador,Aashrita Kamath,Lolo Herrero,Barbara Holzer,Ravi Khemu,Pino Losada,Raaghavv Chanana"
Prem Qaidi,tt0102706,2.8,IMDbPro,"Action,Romance","Karisma Kapoor,Harish,Shafi Inamdar,Rama Vij,Paresh Rawal,Dalip Tahil,Bharat Bhushan"
Prem Qaidi,tt0102706,2.8,IMDbPro,"Action,Romance","Karisma Kapoor,Harish,Shafi Inamdar,Rama Vij,Paresh Rawal,Dalip Tahil,Bharat Bhushan"
Ghazab,tt0359325,6.7,1982,"Action,Comedy,Drama","Ranjeet Bedi,Seema Deo,Dharmendra,Krishan Dhawan,Aruna Irani,Jagdeep,Viju Khote,Shreeram Lagoo,Keshto Mukherjee,Madan Puri,Rekha,Sharat Saxena,Asit Kumar Sen,Sophia Aman,Kedarnath Saigal"
Dil Apna Aur Preet Parai,tt0053767,6.7,IMDbPro,"Musical,Romance","Raaj Kumar,Meena Kumari,Nadira,Ruby Mayer,Tun Tun,Helen,Shammi,Kumar,Kumari Naaz,Pratima Devi,Bihari,Yusuf,Eruch Tarapore,Ravi,Om Prakash"
Navrang,tt0298078,6.8,1959,"Drama,Musical,Romance","Sandhya,Mahipal,Keshavrao Date,Baburao Pendharkar,Vandana Sawant,Agha,Ulhas,Vatsala Deshmukh,Chandrakant"
Kucch Luv Jaisaa,tt1942905,4.4,2011,Drama,"Shefali Shah,Om Puri,Rahul Bose,Nitu Chandra,Makrand Deshpande,Diwakar Dhyani,Amin Hajee,Kunal Kumar,Sumeet Raghavan"
Hey Bro,tt4512230,2.8,IMDbPro,"Action,Comedy,Drama","Ganesh Acharya,Maninder Singh,Nupur Sharma,Prem Chopra,Hanif Hilal,Indira Krishnan,Govinda,Kurush Deboo,Parthaa Akerkar,Nitin Arora,Amitabh Bachchan,Prabhu Deva,Ajay Devgn,Mahie Gill,Avi Khairnar,Akshay Kumar,Sanjeev Dilipkumar Mehta"
Solva Saal,tt6395848,N/A,IMDbPro,"Short,Musical",Samyukta
Dictatorship,tt0359440,6.2,1987,"Action,Drama","Dharmendra,Rati Agnihotri,Shammi Kapoor,Sadashiv Amrapurkar,Swapna,Prem Chopra,Joginder Shelly,Deep Dhillon,Praveen Kumar Sobti,Jugal Hansraj,Jankidas,Goga Kapoor,Pinchoo Kapoor,Kirti Kumar,Lilliput,Deepak Qazir,K.N. Singh"
Mujrim,tt0097926,5.4,1989,"Action,Crime","Mithun Chakraborty,Madhuri Dixit,Suresh Oberoi,Shakti Kapoor,Pallavi Joshi,Gulshan Grover,Amrish Puri,Nutan,Jagdeep,Sharat Saxena,Roopesh Kumar,Guddi Maruti,Tej Sapru,Mahesh Anand,Avtar Gill,Salim Ghouse,Viju Khote"
Zulm Ki Hukumat,tt0390667,5.2,IMDbPro,"Action,Crime,Drama","Dharmendra,Moushumi Chatterjee,Govinda,Kimi Katkar,Shakti Kapoor,Paresh Rawal,Archana Puran Singh,Rumi Jaffery,Amita Nangia,Neena Gupta,Raza Murad,Om Shivpuri,Imtiaz Khan,Sharat Saxena,Dinesh Anand,Mahesh Anand,Amitabh Bachchan"
Ranbanka,tt5151622,3.6,2015,Action,"Maniesh Paul,Ravi Kishan,Pooja Thakur,Rudra Kaushish,Avya Agarwal,Avinash Dwivedi,Navi Bhangu,Yug Chaudhary"
Kaamchor,tt0248125,6.5,IMDbPro,"Drama,Family","Rakesh Roshan,Jaya Prada,Tanuja Samarth,Sujit Kumar,Neeta Mehta,Suresh Oberoi,Shreeram Lagoo,Pinchoo Kapoor,Master Bhagwan,Govardhan Asrani,Moolchand,Sonu Nigam"
Sanam Teri Kasam,tt5255710,7.6,2016,"Drama,Musical,Romance","Harshvardhan Rane,Mawra Hocane,Vijay Raaz,Murli Sharma,Manish Chaudhari,Anurag Sinha,Sudesh Berry,Pyumori Mehta,Shraddha Das,Rushad Rana,Pawan Singh,Alok Pandey,Divyetta Kaveri,Sunil Dutt,Ashoka,Kareem Hajee,Ripu Daman Singh"
Kanoon Apna Apna,tt0097642,4.9,1989,"Action,Crime,Drama","Dilip Kumar,Nutan,Sanjay Dutt,Madhuri Dixit,Kader Khan,Anupam Kher,Gulshan Grover,Tej Sapru,Mayur Verma,Satyendra Kapoor,Raza Murad,Jayshree Gadkar,Pinky,Meethy,Disco Shanti,Vijayalaxmi,Abhilasha"
Bhoot Unkle,tt0897413,4.2,2006,"Family,Fantasy","Jackie Shroff,Akhilendra Mishra,Dev K. Kantawall,Rasika Joshi,Sheela Sharma,Anurag Prapanna,Brij Bhushan Sawhney,Dinesh Kaushik,Shehzad Khan,Shallu Singh,Krishnakant Goswami,Sheena Bajaj,Jai Kanani,Mandar,Sagar,Yash Gawli,Abhishek"
Sadhu Aur Shaitaan,tt0063533,6.9,1968,"Comedy,Thriller","Mehmood,Bharathi,Kishore Kumar,Pran Sikand,Nasir Hussain,Anwar Hussain,Mukri,Anwar Ali,Randhir,Sunder,Ram Avtar,Manju,Keshto Mukherjee,Raj Kishore,Jankidas,Lala Nazir,Khurshid"
The Heart Is a Temple,tt0139157,7.5,IMDbPro,"Drama,Musical,Romance","Meena Kumari,Rajendra Kumar Tuli,Raaj Kumar,Mehmood,Shobha Khote,Manmohan Krishna,Achala Sachdev,Randhir,Sunder,Krishna Kumari,Santhini,Rammohan Sharma,Keshav Rana"
Saraswatichandra,tt2764752,6.2,2013–2014,Romance,"Gautam Rode,Jennifer Winget,Varun Kapoor,Anirudh Singh,Moni Rai,Anshul Trivedi,Mansi Jain,Shiny Doshi,Ashish Kapoor,Srishty Rode,Ragini Shah,Soni Singh,Alpana Buch,Aliraza Namdar,Vinita Joshi,Sai Ballal,Pratichi Mishra"
Jaan Tere Naam,tt0470381,5.8,1992,"Drama,Romance","Ronit Roy,Farheen,Sulabha Deshpande,Vijay Arora,Anju Mahendru,Ravi Baswani,Ali Asgar,Joan David,Balbinder Dhami,Geeta Khanna,Vineet Kumar,Mamaji,Navneet Nishan,Siddharth Ray,Ajit Vachani,Ranjit Bhattacharya,Charlie"
Udhaar Ki Zindagi,tt0111537,5.3,1994,Drama,"Jeetendra,Moushumi Chatterjee,Kajol,Rohit Bhatia,Sujata Mehta,Tinnu Anand,Ravi Kishan,Shiva Rindani,Raghubir Yadav,Anu Dhawan,Shantanu Chhaparia,Unni Mary,Rabia,Master Khurshid,Natasha,S.S. Misra,Jai Kumar"
Antham,tt0247931,6.0,1992,"Action,Crime,Thriller","Nagarjuna Akkineni,Urmila Matondkar,Danny Denzongpa,Salim Ghouse,Akash Khurana,Horse Babu,Dubbing Janaki,Rallapalli,Gokina Rama Rao"
Naseeb Apna Apna,tt0260222,5.4,IMDbPro,"Comedy,Drama","Rishi Kapoor,Farha Naaz,Radhika Sarathkumar,Rakesh Bedi,Seema Deo,Satyendra Kapoor,Gulshan Kumar"
Tadipaar,tt0105515,4.8,1993,"Action,Drama","Mithun Chakraborty,Pooja Bhatt,Anupam Kher,Avtar Gill,Gulshan Grover,Sadashiv Amrapurkar,Tiku Talsania,Juhi Chawla,Makrand Deshpande,Vikram Gokhale,Suraj Kumaar Jaiswal,Javed Khan Amrohi,Gavin Packard,Kunika Sadanand,Veeru Krishnan"
Rokkk,tt1612573,4.3,IMDbPro,"Drama,Horror,Mystery","Tanushree Dutta,Udita Goswami,Shaad Randhawa,Sachin Khedekar,Ashwini Kalsekar,Arif Zakaria,Murli Sharma,Nishigandha Wad,Neha Bam,Suresh Gidwani,Imran Hasnee,Vinod Kapoor,Priti Mishra,Raju Pandit"
"Karma, Confessions and Holi",tt0483701,3.0,2009,Drama,"Rati Agnihotri,Armin Amiri,Kulraaj Anand,Farah Bala,Lisa Branch,Naomi Campbell,Vikram Chatwal,Vincent Curatola,Drena De Niro,Sticky Fingaz,Claire Fricke,Rupak Ginn,Randeep Hooda,Suchitra Krishnamoorthi,Shauvik Kundagrami,Maya Lilly,Suresh Oberoi"
Ananda Ashram,tt0268141,7.4,1977,"Drama,Family","Ashok Kumar,Uttam Kumar,Sharmila Tagore,Rakesh Roshan,Moushumi Chatterjee,Utpal Dutt,Anita Guha,Asit Kumar Sen,Manik Dutt,Chandrima Bhaduri,Alankar Joshi,Prema Narayan,C.S. Dubey,Master Ravi,Master Raju,Samar Roy,Santi Chatterjee"
Basil Rathbone on 'The Court Jester' (1955 Film),tt21304064,N/A,Cast & crew,"Biography,History","Errol Flynn,Ross K. Foad,Danny Kaye"
Manchali,tt10840322,N/A,IMDbPro,"Drama,Family,Romance","Sami Khan,Rabab Hashim"
Bandook,tt2318401,5.8,2013,"Crime,Thriller","Manisha Kelkar,Arshad Khan,Ashish Kotwal,Aditya Om"
Dharam Karam,tt0072870,5.7,1975,"Family,Drama","Raj Kapoor,Randhir Kapoor,Rekha,Premnath Malhotra,Dara Singh Randhawa,Pinchoo Kapoor,Narendranath Malhotra,Urmila Bhatt,Alka,Satyajeet Puri,Baby Pinky,Master Sailesh,Aarti,Rajan Kapoor,Subash,Jagdish Raj,Prakash"
Himalay Putra,tt0119295,4.3,IMDbPro,"Action,Drama,Romance","Vinod Khanna,Hema Malini,Akshaye Khanna,Anjala Zaveri,Shazia Malik,Johny Lever,Satish Shah,Danny Denzongpa,Amrish Puri,Rocky Grover,Nandita Thakur"
Hoysala,tt24787322,6.7,2023,"Action,Crime,Drama","Dhananjaya,Amrutha Iyengar,B.S. Avinash,Naveen Shankar,Anirudh Bhat,Achyuth Kumar,Rajesh Nataranga,Prathap Narayanan,Mayuri Nataraj,Ramesh Nagaraj,Raghu Shivamogga,Nagabhushana,Manasi Sudhir,Tejaswini Rajesh,Hemanth Sushil,Balarajwadi,Nandini Patwardhan"
Encounter: The Killing,tt0375733,6.2,2002,"Crime,Drama","Naseeruddin Shah,Dilip Prabhavalkar,Tara Deshpande,Akash Khurana,Ratna Pathak Shah,Sanjeev Dabholkar,Rahul Mahendale,Sachin Shivsagar,Mahesh Jadhav,Yash Kadam"
Umbartha,tt0084840,7.4,IMDbPro,Drama,"Smita Patil,Girish Karnad,Shrikant Moghe,Ashalata Wabgaonkar,Kusum Kulkarni,Purnima Ganu,Daya Dongre,Shiram Ranade,Nalini Kanitkar,Hirabai Dalvi,Baburao Vijapure,Ravi Patwardhan,Subhash Godole,Mukund Chitale,Sandhya Kale,Manorama Wagle,Jayamala Kale"
Teesra Kaun,tt0059787,7.1,1965,"Action,Crime,Drama","Feroz Khan,Shashikala Jawalkar,Shyam Kumar,Rajan Haksar,Ram Singh,Kundan,Kamal Mehra,Jankidas,Mirza Musharraf,Paro,Chandrima Bhaduri,Sabina,Indira Bansal,G.M. Durrani,Paresh Kumar,Rajendar Singh,Habib"
Badlapur Boys,tt2767712,4.9,2014,Drama,"Annu Kapoor,Anupam Maanav,Saranya Mohan,Nishan,Kishori Shahane,Shashank Udapurkar,Aman Verma,Vismay"
Pankh,tt1124386,3.6,2010,Drama,"Bipasha Basu,Lillete Dubey,Mahesh Manjrekar,Maradona Rebello,Amit Purohit,Ronit Roy,Sanjeeda Sheikh,Bharat Kaul,Johny Bakshi,Dayashankar Pandey,Asha Sachdev,Kiran Karmarkar"
The Heart that Is Made of Stone,tt0176012,6.4,1967,"Action,Drama,Musical","Waheeda Rehman,Manoj Kumar,Mumtaz Askari,Mehmood,Lalita Pawar,Ramayan Tiwari,Raj Mehra,Pran Sikand,Mumtaz Begum,Jankidas,N.K. Misra,Vikram Makandar,Bhushan,Uma Dutt,Maqbool"
36 Ghante,tt0071307,6.7,1974,"Action,Crime,Drama","Raaj Kumar,Mala Sinha,Sunil Dutt,Vijay Arora,Danny Denzongpa,Parveen Babi,Ranjeet Bedi,Alankar Joshi,Ramesh Deo,Madan Puri,Deven Verma,Surendra,Jagdish Raj,Iftekhar,Sonia Sahni,Master Sailesh,Urmila Bhatt"
Peter Cushing on Top Secret! (1984 Film),tt21819160,N/A,Cast & crew,"Biography,History",Ross K. Foad
Chehraa,tt0449870,4.3,2005,Thriller,"Bipasha Basu,Dino Morea,Preeti Jhangiani,Irrfan Khan,Govind Namdeo,Rajat Kapoor,Navni Parihar,Nawab Shah,Anil Chaudhary,Trishla Patel,Vikram Sahu,Nagesh Salwan"
Lakhon Ki Baat,tt0157917,6.6,1984,"Comedy,Musical,Romance","Sanjeev Kumar,Farooq Shaikh,Anita Raj,Anjali Vyas,Utpal Dutt,Pinchoo Kapoor,Dinesh Hingoo,Subbiraj,Javed Khan Amrohi,Raj Bharti,Monto,Subroto Mahapatra,Kedar Sehgal,Bhagwan Sinha,Nirmal Kumar Chakraborty,Sikander Bhatia,Mrinalini"
Hindustan Ki Kasam,tt0207513,3.5,1999,"Action,Drama","Amitabh Bachchan,Ajay Devgn,Manisha Koirala,Sushmita Sen,Farida Jalal,Navin Nischol,Prem Chopra,Shahbaaz Khan,Pramod Moutho,Gulshan Grover,Kader Khan,Goga Kapoor,Kashmira Shah,Salim Khan Ding-Dong,Shakti Kapoor,Feroz Khan,Jaswir Kaur"
Jeete Hain Shaan Se,tt0361772,4.8,IMDbPro,"Action,Drama,Romance","Mithun Chakraborty,Sanjay Dutt,Govinda,Mandakini,Vijayata Pandit,Danny Denzongpa,Kanwarjeet Paintal,Narendranath Malhotra,Ramayan Tiwari,Monty Nath,Sudhir,Rajeev,Satyendra Kapoor,Ashalata Wabgaonkar,Geeta Kak,C.S. Dubey,Yunus Parvez"
Desi Kattey,tt3877652,4.2,2014,Action,"Akhil Kapur,Tia Bajpai,Jay Bhanushali,Zara Khan,Krish Anand,Vivaansh Anand,Rajesh Bakshi,Ashok Kumar Beniwal,Deepak Bhanushali,Claudia Ciesla,Nishikant Dixit,Steven a Dsouza,Pankaj Jha,Harry Josh,Anand Kumar,Akhilendra Mishra,Ashutosh Rana"
Karle Pyaar Karle,tt3465488,2.5,2014,"Action,Romance","Shiv Darshan,Hasleen Kaur,Aham Sharma,Rumi Khan,Tanya Malik,Ankit Raj,Yash Acharya,Shaji Chaudhary,Shailesh Hejmady,Sanjay Sharma,Aditya Singh"
Aghaat,tt0177490,7.7,IMDbPro,"Drama,Crime","Om Puri,Bharat Gopy,Pankaj Kapur,Naseeruddin Shah,Deepa Sahi,Amrish Puri,Sadashiv Amrapurkar,Rohini Hattangadi,Salim Ghouse,Vijay Kashyap,Loveleen Mishra,Harish Patel,Achyut Potdar,Sushma Prakash,K.K. Raina"
Barsaat Ki Raat,tt0053637,6.8,IMDbPro,"Drama,Musical,Romance","Madhubala,Bharat Bhushan,Shyama,Chandrashekhar Vaidya,K.N. Singh,Peace Kanwal,S.K. Prem,Khurshid Bawra,Ratna,Mirza Musharraf,Mumtaz Begum,Sona Mastan Mirza,Umar Draz,Balam,K. Dinanath,M.A. Latif,Nazir Kashmiri"
Jagriti,tt0145851,7.9,1955,"Comedy,Drama,Family","Abhi Bhattacharya,Pranoti Ghosh,Bipin Gupta,Mumtaz Begum,Raj Kumar Gupta,Ratan Kumar,Chandan Kumar,Dilip,Raja,Mohan Choti,Ghanshyam,Navneet,Girish,Padmakar,Nanda Dulal,Ramesh Sinha,Kanu Roy"
Pratibandh,tt0100401,6.6,1990,"Action,Drama","Chiranjeevi,Juhi Chawla,Rami Reddy,Harish Patel,J.V. Somayajulu,Kulbhushan Kharbanda,Shafi Inamdar,Sumalatha,Madan Jain,Reema Lagoo"
Raaj Tilak,tt0087975,5.7,1984,"Action,Drama","Dharmendra,Sunil Dutt,Hema Malini,Kamal Haasan,Raaj Kumar,Reena Roy,Ranjeeta Kaur,Ajit Khan,Pran Sikand,Madan Puri,Ranjeet Bedi,Sarika Thakur,Yogeeta Bali,Rajeev Anand,Urmila Bhatt,Mohan Choti,Bob Christo"
Kissa Kursi Ka,tt0390732,N/A,IMDbPro,,
Chori Mera Kaam,tt0246493,7.0,1975,"Comedy,Musical,Romance","Ashok Kumar,Shashi Kapoor,Zeenat Aman,Pran Sikand,Anwar Hussain,David Abraham,Deven Verma,Iftekhar,Raza Murad,M.B. Shetty,Maruti,Asha Potdar,Komilla Virk,Urmila Bhatt,Anoop Kumar,Appi Umrani,Chaman Puri"
Kohraa,tt0058270,7.0,1964,"Drama,Musical,Mystery","Biswajeet Chatterjee,Waheeda Rehman,Lalita Pawar,Tarun Bose,Madan Puri,Manmohan Krishna,Asit Kumar Sen,Badri Prasad,Abhi Bhattacharya,Sujit Kumar"
Peter Cushing on Top Secret! (1984 Film),tt21819160,N/A,Cast & crew,"Biography,History",Ross K. Foad
Aadmi Khilona Hai,tt0106221,4.9,IMDbPro,"Drama,Romance","Jeetendra,Reena Roy,Govinda,Meenakshi Sheshadri,Laxmikant Berde,Sulabha Deshpande,Sushmita Mukherjee,Baby Princy,Tej Sapru,Anjan Srivastav,Dalip Tahil,Chhaya,Avtar Singh Gullu,Mukesh Rawal,Ratna Shetty"
Kaagaz Ke Fools,tt2962230,3.9,IMDbPro,Comedy,"Vinay Pathak,Mugdha Godse,Raima Sen,Amit Behl,Nishikant Dixit,Ravi Mahashabde,Rajendra Sethi,Saurabh Shukla"
The Other Man,tt0301215,6.6,1977,"Drama,Family,Romance","Shashi Kapoor,Rishi Kapoor,Neetu Singh,Rakhee Gulzar,Deven Verma,Parikshit Sahni,Satyendra Kapoor,Geeta Kak,Beena Banerjee,Ramesh Tiwari,Chandu,Rajan Verma,Hangama,Javed Khan Amrohi,Kiran Vairale,Babu Kumar,Subhash"
Allah-Rakha,tt0090611,5.2,1986,"Action,Drama","Jackie Shroff,Shammi Kapoor,Waheeda Rehman,Biswajeet Chatterjee,Dimple Kapadia,Meenakshi Sheshadri,Bindu Desai,Anupam Kher,Goga Kapoor,Bob Christo,Gulshan Grover,Ramesh Deo,Mushtaq Merchant,Mac Mohan,Sudhir,Asif,Aruna Irani"
Saajan Ka Ghar,tt0173156,4.2,IMDbPro,Drama,"Rishi Kapoor,Juhi Chawla,Deepak Tijori,Farheen,Anupam Kher,Kader Khan,Bindu Desai,Shobha Khote,Alok Nath,Anjana Mumtaz,Beena Banerjee,Johny Lever,Dinesh Hingoo,Mohnish Behl"
Showbiz Kids,tt3197274,7.0,2020,Documentary,"Cameron Boyce,Todd Bridges,Baby Peggy,Rohith Kalavacharla,Marnie Cooper,Milla Jovovich,Tricia Miranda,Jada Pinkett Smith,Demi Singleton,Jeff Slater,Marc Slater,Melanie Slater,Todd Thaler,Henry Thomas,Wil Wheaton,Mara Wilson,Evan Rachel Wood"
Nirdosh,tt7723022,4.6,2018,"Drama,Mystery,Thriller","Ashmit Patel,Manjari Fadnnis,Manisha Kelkar,Akash Sinha,Geetanjali Mishra,Astad Kale,Rajkumar Kanojia,Shilpa Kadam,Feroz Bhagat,Dinesh Lamba,Salman Shaikh,Yusuf Hussain,Premnath Gulati,Himanshu Manek,Ashish Warang,Lalit Kumar,Amir Shaikh"
