Movie Name,IMDb ID
Horror Story,tt1844624
The Xposé,tt0072960
Ek Rishtaa: The Bond of Love,tt0284083
Paathshaala,tt1194236
Love Ke Liye Kuch Bhi Karega,tt0287537
Ankur Arora Murder Case,tt2912578
Aashiqui,tt15731270
All Is Well (2015 film),tt9603082
Hum Aapke Dil Mein Rehte Hain,tt0189592
Aashiq Banaya Aapne,tt0477253
Ziddi (1997 film),tt29194990
Diljale,tt0286593
It's a Wonderful Afterlife,tt1319716
Zubeidaa,tt0255713
Sangam (1964 Hindi film),null
Namak Haraam,tt0070434
Ghost (2019 film),tt7855776
Ek Ruka Hua Faisla,tt0157571
1920: London,tt5638500
Neal 'n' Nikki,tt0470869
Sahib Bibi Aur Ghulam,tt0056436
Bala (2019 film),tt20448180
Mohalla Assi,tt4949324
Daddy (2017 film),tt21383516
Rajma Chawal,tt6747420
Dosti,tt0272736
Khubsoorat,tt0244585
Chameli Ki Shaadi,tt0090812
Traffic Signal,tt0819810
Dil Ne Jise Apna Kahaa,tt0396563
Mard (1985 film),tt12418346
Amar Prem,tt0066758
Teen Patti,tt1183917
Notebook (2019 film),null
Chittagong,tt1785333
Naseeb (1981 film),null
Waqt Hamara Hai,tt0290331
Zameen (2003 film),tt28175967
Koshish,tt0215911
Aarzoo,tt0284811
Pakeezah,tt0067546
Ab Tumhare Hawale Watan Saathiyo,tt0397882
Ramayana: The Legend of Prince Rama,tt0259534
ChaalBaaz,tt0122427
Tum Mile,tt1522329
Talaash: The Hunt Begins...,tt0338477
Ahista Ahista (2006 film),tt0831840
Indu Sarkar,tt6620324
Noor,tt6226232
Arjun: The Warrior Prince,tt2404027
Guest iin London,tt6173826
Boom,nm1834096
Deewaar (2004 film),null
Poster Boys,tt6352548
Policegiri,tt2861320
Bade Dilwala,tt0286478
Shabd,tt0409527
Fight Club – Members Only,tt0456413
Aandhi,tt0178186
Sirf Tum,tt0244794
Sadda Adda,tt1941638
Chalti Ka Naam Gaadi,tt0128985
Kisna: The Warrior Poet,tt0396690
Dev (2004 film),tt0345950
Naqaab,tt1020978
Lakshmi (2014 film),null
Kachche Dhaage,tt0206067
The Burning Train,tt0158534
Always Kabhi Kabhi,tt1937092
China Gate (1998 film),tt18757196
Karam,nm8050260
Mr. Natwarlal,tt0079584
Hum Kisise Kum Nahin (2002 film),tt0320097
Hate Story 4,tt5325684
Do Lafzon Ki Kahani,tt4857886
Ab Tak Chhappan 2,tt2202086
Tu Chor Main Sipahi,tt0117983
Zila Ghaziabad,tt2171454
Roadside Romeo,tt1050739
Dhai Akshar Prem Ke,tt0255112
Ijaazat,tt0091256
Teen Kanya,tt0055508
Bheja Fry 2,tt1939654
Phool Aur Kaante,tt0254683
Life Partner,tt1229366
Insan,tt0438875
Run (2004 film),tt0364725
Creature 3D,tt3619854
Sadak,tt0156985
Aflatoon,tt28232127
Haan Maine Bhi Pyaar Kiya,tt0308347
Kaalia,tt0082594
Jayantabhai Ki Luv Story,tt2622130
Aashayein,tt1227524
Anaarkali of Aarah,tt6058394
Mili (1975 film),tt7559742
Dilwaala,tt0363567
Gumnaam,tt0247394
1971 (2007 film),tt0192897
Karzzzz,tt1156148
Woh Lamhe...,tt0833561
Arth,tt0083578
Badal,tt0247944
Road,tt14633464
Nasha,tt3044882
Jail (2009 film),tt2113008
Aakhree Raasta,tt0090575
Saudagar (1991 film),null
16-Dec,tt0313844
My Brother…Nikhil,tt0419992
Saajan Chale Sasural,tt0246905
Madhumati,tt0050665
Alag,tt0813996
Disco Dancer,tt0208903
Khamoshiyan,tt3886444
Ajooba,tt0101283
Maa Tujhhe Salaam (2002 film),tt0307116
Junglee (2019 film),tt18616792
3G,tt12453116
Jodi Breakers,tt2191721
I See You (2006 film),tt6079516
Baaghi: A Rebel for Love,tt0099080
Ek Doctor Ki Maut,tt0345177
Love Sonia,tt3823392
Awwal Number,tt0154183
Keemat – They Are Back,tt0384685
Jis Desh Mein Ganga Rehta Hain,tt0263491
Umrika,tt2614722
Tum Bin II,tt5717110
Sainik,tt0290839
Aamdani Atthanni Kharcha Rupaiya,tt0305173
Armaan (2003 film),tt28175967
Irada (2017 film),tt21383516
Waqt (1965 film),null
Rudraksh,tt0366985
Raakh,tt0290820
Vishwatma,tt0130350
Ghulam-E-Mustafa,tt0185335
Samrat & Co.,nm4992002
Mujhe Kucch Kehna Hai,tt0284328
Welcome 2 Karachi,tt4023852
Maine Dil Tujhko Diya,tt0326600
Barsaat (1995 film),null
Woh Saat Din,tt0086597
Khamosh Pani,tt0357283
Chor Machaaye Shor,tt0331216
Sorry Bhai!,tt1327833
Laadla (1994 film),null
Aksar,tt0476729
The Last Lear,tt1039969
Wajah Tum Ho,tt5638474
Haathi Mere Saathi (1971 film),tt14852412
Mirch Masala,tt0089599
Jungle (2000 film),null
Yeshwant,tt0250122
Bangistan,tt3422462
Dil Kya Kare,tt0216707
Kareeb,tt0189633
Shikhar,tt0475627
Dude Where's the Party?,tt0306228
Shirin Farhad Ki Toh Nikal Padi,tt2187972
Mission Istaanbul,tt1179781
Haseena Parkar,tt6512784
Happy Phirr Bhag Jayegi,tt7881542
Bombay to Goa,tt0068305
Bhaji on the Beach,tt0106408
Naya Daur (1957 film),null
Bomb the System,tt0337585
Striker (2010 film),tt19922644
Teesri Manzil,tt0061073
Meri Jung,tt0084324
Swarg,tt0173283
Vodka Diaries,tt6275262
Katha (1983 film),tt20866056
The Train (2007 film),tt1033500
Dillagi (1999 film),tt1455908
Shaadi Karke Phas Gaya Yaar,tt0430589
Love (1991 film),tt2280932
Barah Aana,tt1202517
Sapoot,tt0135641
Fugly,tt3683702
Love Breakups Zindagi,tt1877691
The Killer (2006 film),tt10012002
Zid (2014 film),tt4294984
Banjo (2016 film),tt13659462
Main Aisa Hi Hoon,tt0444874
Dishkiyaoon,tt3539966
Naksha,tt0813540
Netaji Subhas Chandra Bose: The Forgotten Hero,tt0349878
Firangi,tt7549484
Dharm,tt1047459
Aetbaar,tt0377340
Sanam Bewafa,tt0102835
Baton Baton Mein,tt0157339
Khoon Bhari Maang,tt0151206
Department,tt2438644
Umrao Jaan (1981 film),tt13872734
Family of Thakurganj,tt8897986
Suhaag (1979 film),null
C Kkompany,tt1170399
Blood Money (2012 film),tt26773428
Yamla Pagla Deewana: Phir Se,tt7609114
Saare Jahaan Se Mehnga,tt2857500
Satya 2,tt3059106
Deewana Mujh Sa Nahin,tt0101742
The Deceivers,tt0064363
Daud,tt0118931
Guddi (1971 film),null
Satyam Shivam Sundaram,tt0282139
Hyderabad Blues,tt0195814
Ramji Londonwaley,tt0476848
Darr @ the Mall,tt3449320
Yeh Mera India,tt1002963
Do Aur Do Paanch,tt0080638
Hera Pheri (1976 film),tt0093181
Pizza (2014 film),tt12788356
War Chhod Na Yaar,tt3129282
Kurukshetra (2000 film),tt0255309
Aloo Chaat,tt1305840
Ek Ladka Ek Ladki,tt0291883
Raat,tt0070047
Joru Ka Ghulam,tt0250452
Nanu Ki Jaanu,tt7412738
Bhaag Johnny,tt3619710
Auzaar,tt0118660
Children of War (2014 film),tt3369670
Khamosh,tt0089413
Ram Teri Ganga Maili,tt0152139
My Wife's Murder,tt0451824
Naam (1986 film),tt0093181
Saugandh (1991 film),null
Dostana (1980 film),null
Mere Jeevan Saathi (2006 film),tt0418880
Saaya (2003 film),tt28175967
Insaaf (1997 film),tt28175955
Lakeer – Forbidden Lines,tt0426075
100 Days (1991 film),tt4522720
Krishna Cottage,tt0408976
Naram Garam,tt0082796
Parvarish (1977 film),null
Aa Dekhen Zara,tt1372681
Ittefaq (1969 film),null
The Bypass,tt0397941
Shortkut,tt1229390
I Am (2010 Indian film),tt14759510
Genius (2018 Hindi film),null
Mast,tt2640044
Monsoon Shootout,tt2198235
Kasoor,tt0272688
Sonali Cable,tt2871010
Guddu Rangeela,tt4684028
Rishtey,tt0341549
Right Yaaa Wrong,tt1191130
Helicopter Eela,tt8427036
Kati Patang,tt0065936
Rush (2012 film),tt2781064
Mirch,tt0089599
Ankur,tt0071145
Love Love Love (1989 film),tt26596953
Shaadi No. 1,tt0449389
Anwar (2007 film),tt1095677
Elaan (1994 film),tt28175968
Dangerous Ishhq,tt1971365
Mausam (1975 film),null
Chori Chori (2003 film),tt15240608
Aap Ki Khatir (2006 film),tt0810058
Saagar,nm5248294
Plan,tt14827638
P Se Pyaar F Se Faraar,tt10816510
Mercury,tt0120749
Mera Damad,tt0446158
Jagte Raho,tt0049378
Tahaan,tt1213928
Roop Ki Rani Choron Ka Raja (1993 film),tt0107986
Veergati,tt0395802
Tere Bin Laden: Dead or Alive,tt5313980
Ram Aur Shyam,tt0062177
Patthar Ke Phool,tt0102645
Jabariya Jodi,tt8785426
Calendar Girls (2015 film),tt15120604
Kucch To Hai,tt0348662
Mera Saaya,tt0060689
Vaada,tt0442855
Qurbani,tt0246879
Quick Gun Murugun,tt1176911
Purab Aur Paschim,tt5216628
Prem Rog,tt0084532
Aur Pyaar Ho Gaya,tt0118525
Loins of Punjab Presents,tt1012757
Nawabzaade,tt8060624
De Taali,tt1024839
Kranti,tt0234054
Woh Kaun Thi?,tt0232960
Suryavanshi,tt0105500
Pyare Mohan,tt0461323
Parichay,tt0216067
Love Games,tt0078760
Arjun (1985 film),null
Fun2shh... Dudes in the 10th Century,tt0391165
Qissa,tt2334779
John Day,tt2699840
Gippi,tt2814372
Paap,tt0399942
Paltan,tt7162758
Biwi Ho To Aisi,tt0168516
Naina (2005 film),tt11973002
Gardish,tt0106986
Khatta Meetha (1978 film),tt0077797
Afsana Pyar Ka,tt0327403
Pyaar Tune Kya Kiya,tt4499570
Bioscopewala,tt8223250
Gopi Kishan,tt0109922
Gayab,tt0414040
Aatank Hi Aatank,tt0172089
Footpath (2003 film),null
Kunwara,tt0253194
Saawan... The Love Season,tt0470521
Big Brother (2007 film),tt18486984
Hare Rama Hare Krishna (1971 film),tt0067183
Jigar,tt0267617
Kuch Kuch Locha Hai,tt4272420
Arjun Pandit (1999 film),tt0278315
Yeh Teraa Ghar Yeh Meraa Ghar,tt0298606
Sandwich (2006 film),tt1451504
Hero (1983 film),tt0093181
Akhiyon Se Goli Maare,tt0331421
Shaapit,tt1600439
Police Force: An Inside Story,tt0416120
Bandini,tt2943834
Jhooth Bole Kauwa Kaate,tt0262527
Bajatey Raho,tt2848824
Ishkq in Paris,tt1986040
Shaadi Se Pehle,tt0489560
One by Two (2014 film),tt2951576
Purani Jeans,tt3681414
The Zoya Factor,tt8304386
Nagina (1986 film),null
Xcuse Me,tt0383719
Gaja Gamini,tt0221982
Aakrosh (1980 film),null
Arjun Patiala,tt7881524
Waisa Bhi Hota Hai Part II,tt0387678
Bol Radha Bol,tt0172188
Maine Gandhi Ko Nahin Mara,tt0454504
Khoobsurat (1999 film),null
Teesri Kasam,tt0061072
Thanks Maa,tt1437367
Not a Love Story (2011 film),tt1999935
Silsiilay,tt0438981
Omerta,tt6978268
Nadiya Ke Paar (1982 film),tt0256951
Aatish: Feel the Fire,tt0267246
FryDay,tt7526836
Devi (2016 film),tt6858752
Raja (1995 film),tt26204436
Jackpot (2013 film),tt14017098
Jeena Sirf Merre Liye,tt0337652
Albela (2001 film),null
Saudagar (1973 film),null
Lekar Hum Deewana Dil,tt3716142
Boot Polish,tt0046799
Yakeen (2005 film),null
Main Azaad Hoon,tt0097812
Johny Mera Naam,tt0154685
Pitaah,tt0305455
Road to Sangam,tt1471247
Roar: Tigers of the Sundarbans,tt3796006
Machine (2017 film),tt7787660
Elaan (2005 film),tt11973002
Saheb Biwi Aur Gangster 3,tt7695014
Roti Kapda Aur Makaan,tt0072100
Toonpur Ka Super Hero,tt1189006
Meri Biwi Ka Jawaab Nahin,tt0187279
Acid Factory,tt1201557
Tumsa Nahin Dekha: A Love Story,tt0430702
Suraj Ka Satvan Ghoda,tt0108256
Dil Kabaddi,tt1218345
Sardar (1993 film),null
Dhoondte Reh Jaaoge,tt0317355
Hum Tum Aur Ghost,tt1465493
Junooniyat,tt3840534
Anari,tt0106270
Yeh Raaste Hain Pyaar Ke,tt0292740
Janbaaz,tt0091284
Jawani Zindabad,tt0337650
Ajji,tt6471054
Dharam Veer,tt0213611
My Bollywood Bride,tt0397551
Dushman Duniya Ka,tt0116153
Zulmi,tt0282275
Ikke Pe Ikka,tt0110105
Satyakam,tt0244776
Daag (1999 film),tt24798562
Made in China (2019 film),tt8983180
Lamhaa,tt1309561
Agni Sakshi (1996 film),null
Raghu Romeo,tt0377131
Henna,nm0415617
Mandi,nm5071804
One Day: Justice Delivered,tt8130558
M Cream,tt2963974
Veerappan (2016 film),null
Shakespeare Wallah,tt0059709
Dil Tera Aashiq,tt0106725
Saat Uchakkey,tt5637188
Vaastu Shastra,tt0416282
Badhaai Ho Badhaai,tt7725596
Yun Hota Toh Kya Hota,tt0470614
Siddharth (2013 film),tt15547316
Garm Hava,tt0073034
Veerana,tt0260494
Andha Kanoon,tt9081546
Majboor (1974 film),null
Mr. Bond,tt0104927
Kuchh Bheege Alfaaz,tt7617988
Jai Kishen,tt0110177
Sparsh,tt0079938
Sankat City,tt1252614
Kuch Khatti Kuch Meethi,tt0271604
Fever (2016 film),tt11242106
Jo Bole So Nihaal,tt0436451
Vijaypath,tt0111625
23rd March 1931: Shaheed,tt0324951
Anari No.1,tt0200435
Blackmail (2005 film),tt27622617
Isi Ka Naam Zindagi,tt0304204
Toofan (1989 film),null
Kadvi Hawa,tt6143422
Chalk n Duster,tt4600778
Anthony Kaun Hai?,tt0800981
Dancer (1991 film),tt6493238
Bulandi (2000 film),null
Coffee with D,tt6334874
Pal Pal Dil Ke Paas,tt6978954
Hamid,tt7527082
Mashaal,tt0085912
C.I.D. (1956 film),tt11398284
Hathyar (2002 film),null
Rakht,tt0418096
Listen... Amaya,tt2224313
Ek Khiladi Ek Haseena,tt0461209
Rocky (1981 film),tt6005664
Lahu Ke Do Rang (1997 film),tt0151285
Bardaasht,tt0409724
Hameshaa,tt0172534
Bas Itna Sa Khwaab Hai,tt0283911
Gharwali Baharwali,tt0205968
Home Delivery,tt12311634
Chatur Singh Two Star,tt1363363
Tarazu,tt0251426
Darling (2007 Indian film),tt21704806
Gumrah (1993 film),null
Naach (2004 film),tt27256253
Kishen Kanhaiya,tt0099943
Guddu Ki Gun,tt4853926
Kohram,tt0213775
Kaanchi: The Unbreakable,tt3038772
Barsaat (2005 film),null
Astitva,tt0261545
Asambhav,tt0368580
Dirty Politics,tt4501576
Hostel (2011 film),tt26905034
Jhumroo,tt0130803
Aaj Ka Arjun,tt0098976
Kismat Love Paisa Dilli,tt2402131
Lal Baadshah,tt0172704
Tera Jadoo Chal Gayaa,tt0250774
Holi (1984 film),tt0252002
Pyaar Ishq Aur Mohabbat,tt0285958
Meeruthiya Gangsters,tt4117066
O Teri,tt3483596
Ek Chhotisi Love Story,tt0331479
Shakalaka Boom Boom,tt0845535
Hum Hain Bemisaal,tt0290213
Daava,tt0289685
Deewane,tt0444781
Deedar (1992 film),null
Risk (2007 film),tt19618420
Jajantaram Mamantaram,tt0368811
Zaalim,tt0290940
Tom Dick and Harry (2006 film),tt0476888
Money Hai Toh Honey Hai,tt1126516
Thakshak,tt0215245
Fox,nm1083271
Jaane Kahan Se Aayi Hai,tt1194232
The Great Gambler,tt0079236
Loveshhuda,tt5209420
Paandav,tt0290258
Gangaa Jamunaa Saraswati,tt0095198
Raat Gayi Baat Gayi?,tt1210356
Fraud Saiyaan,tt5013008
Mumbai Se Aaya Mera Dost,tt0363833
Lahore,tt1285245
Kshatriya,tt0104645
Naajayaz,tt0113913
Satta,tt0341562
I Love NY (2015 film),tt7239438
Upkar,tt0146335
Hanuman (2005 film),null
Amanaat,nm2539953
Wajood (1998 film),null
Aunty No. 1,tt0118654
Chitchor,tt0157460
Dayavan,tt0094958
Ajab Gazabb Love,tt2356959
Khel,tt0119174
Main Madhuri Dixit Banna Chahti Hoon,tt0374848
3 A.M. (2014 film),tt0874886
Humko Tumse Pyaar Hai,tt0314186
Kuch Tum Kaho Kuch Hum Kahein,tt0327004
Khamoshi (1970 film),null
Desh Premee,tt0083820
I Proud to Be an Indian,tt0379818
Bumm Bumm Bole,tt1629241
Jamai Raja,tt4455902
Jaan,tt15748830
Hindustan Ki Kasam (1999 film),tt0207513
Speed (2007 film),tt28175966
Bhoot Returns,tt2406636
Avtaar,tt0233264
Vishnu Vijaya,tt0279505
Khoya Khoya Chand,tt0995823
Tehzeeb (2003 film),null
Maidan-E-Jung,tt0267703
Chamku,tt1266545
Antardwand,tt1722425
Paying Guests,tt1176961
Loha (1997 film),tt29194990
Shalimar (1978 film),null
Ekkees Toppon Ki Salaami,tt3847072
Gunga Jumna,tt0054910
Maan Gaye Mughal-e-Azam,tt0054098
Kayda Kanoon,tt0296705
Bhaiaji Superhit,tt2150177
Jai Chiranjeeva,tt0457391
Chalo Ishq Ladaaye,tt0348824
Manjunath,tt3056632
Rajnigandha,tt0072064
Bas Ek Pal,tt0808164
Hatya (2004 film),tt27256253
Phoonk 2,tt1612611
Kissi Se Na Kehna,tt0244590
Betaab,tt0254179
Dil Ki Baazi,tt0290179
Kalyug (1981 film),null
Mere Apne,tt0067421
Champion (2000 film),tt0898236
Prem Aggan,tt0210920
Kartoos,tt0220594
Calcutta Mail,tt0366276
Loafer (1996 film),null
Tere Mere Sapne (1996 film),tt0117878
Ribbon,tt1149362
Chaalis Chauraasi,tt2184125
Chura Liyaa Hai Tumne,tt0345043
Adventures of Ali-Baba and the Forty Thieves,tt0079749
Nazar Ke Samne,tt0292606
Hogi Pyaar Ki Jeet,tt0281913
Daraar,tt0116024
Chandra Mukhi,tt0106541
Gour Hari Dastaan,tt4513812
Nehlle Pe Dehlla,tt0476819
Just Married (2007 film),tt0785004
Bollywood Queen,tt0321494
Jaadugar,tt13793230
Jawani Diwani: A Youthful Joyride,tt0485466
Khel – No Ordinary Game,tt0371775
Bhumika,tt0075747
Bubble Gum,tt2012576
Heartless (2014 film),tt14921368
Dil Diya Hai,tt0814082
Victory (2009 film),tt6423600
Dhund (1973 film),tt12021534
Hum Tum Pe Marte Hain,tt0226786
Doli Saja Ke Rakhna,tt0207415
Nishant,nm4731677
Dil Vil Pyar Vyar,tt0335044
Junglee (1961 film),null
Zakhmi Dil (1994 film),tt26886018
Flavors,tt8176578
Kashmir Ki Kali,tt0058257
Junoon (1992 film),null
Shararat (2002 film),null
Eeshwar (1989 film),null
Ram Balram,tt0081401
Saaheb,tt0089952
Kaun Kitne Paani Mein,tt3477214
Half Ticket,tt0056052
Rang Birangi,tt0086170
Hattrick,tt0979891
Chori Chori,tt15374748
Rudaali,tt0108001
Jal,tt27838483
Issaq,tt2215163
Mastram,tt12196626
Sur – The Melody of Life,tt0095736
Kismat (2004 film),null
Hum Kisise Kum Naheen,tt0076167
Purana Mandir,tt0253514
Jurm (2005 film),tt11973002
Deadline: Sirf 24 Ghante,tt0946999
Dhokha,tt10644708
Haqeeqat (1964 film),null
Love U...Mr. Kalakaar!,tt1695793
Jaal: The Trap,tt0340178
Kya Yehi Pyaar Hai,tt0312883
Tathastu,tt0444915
Ghulami,tt0089201
Bombay to Bangkok,tt1159917
Hu Tu Tu,tt28483848
Mr. & Mrs. '55,nm0001558
Bombay Talkie,tt0065484
Ek Vivaah... Aisa Bhi,tt1194608
Mrityudand,tt0119720
Rog,tt3748528
Jaani Dushman,tt0079355
Damadamm!,tt1503640
Aaina (1993 film),tt23422354
Rangrezz,tt2706264
Kurbaan (1991 film),null
Geraftaar,tt0089194
Rukh,nm0451321
Manthan,tt0074858
Farz (2001 film),tt16948982
Veerey Ki Wedding,tt7262178
Gattu,nm0438461
Jis Desh Mein Ganga Behti Hai,tt0263491
Deewaanapan,tt0301179
Shikari (2000 film),null
Kasme Vaade,tt0077792
Prem Granth,tt0117374
Criminal (1995 film),tt9811726
Hulchul (1995 film),null
Chaar Din Ki Chandni,tt2191641
Chaand Kaa Tukdaa,tt0109391
Bazaar (1982 film),null
Shaukeen,tt0158213
Mahaan,tt12472554
Chaudhvin Ka Chand,tt0053706
Daag (1973 film),null
Do Anjaane,tt0074417
Nagin (1976 film),tt23791498
Akayla,tt0101284
Woodstock Villa,tt1043876
Albert Pinto Ko Gussa Kyoon Aata Hai,tt4355838
Roti (1974 film),null
Nanhe Jaisalmer,tt0845494
Julie (2004 film),tt27256253
Aksar 2,tt5784860
Ankush,tt0157316
Hum Ho Gaye Aapke,tt0292552
Ramayana: The Epic,tt1744641
Fatso!,tt0080724
Mukhbiir,tt1287847
Memories in March,tt1895476
7 Hours to Go,tt4365060
Aashiq (2001 film),null
Moksha (2001 film),null
Karz: The Burden of Truth,tt0342624
Narsimha (1991 film),null
Yalgaar (1992 film),null
Tere Ghar Ke Samne,tt0057568
Aagey Se Right,tt1479667
Beiimaan Love,tt5227468
Bhopal Express,tt0281656
Hum Dono (1961 film),null
Turning 30,tt1666184
Super Nani,tt2630076
Aap Ki Kasam,tt0175423
Madhoshi,tt0430328
Namkeen,tt0216019
Little Zizou,tt1119188
Naughty Boy,tt0841134
Salaakhen (1998 film),null
Love Story (1981 film),tt0132367
Andaz (1994 film),tt28175968
Mrityudata,tt0119721
Mere Pyare Prime Minister,tt8207768
Isi Life Mein,tt1781838
Moh Maya Money,tt5343678
Maharaja (1998 film),null
Mammo,tt0110449
City of Gold (2010 film),tt7547410
Raag Desh,tt6080746
Anupama (1966 film),null
Toh Baat Pakki!,tt1605778
Bittoo Boss,tt2347289
Nayee Padosan,tt15173432
Help,tt1454029
Ankahee (2006 film),null
Kranti (2002 film),tt0468650
Hum To Mohabbat Karega,tt0249588
Thanedaar,tt0098461
Anari (1993 film),tt6889762
Zed Plus,tt4190220
Drohkaal,tt0178392
Joggers' Park,tt0363721
Jalpari: The Desert Mermaid,tt2387495
My Friend Pinto,tt1512220
Final Solution (2003 film),tt17016268
Ankhiyon Ke Jharokhon Se,tt0165625
Agni Varsha,tt0326722
Maalamaal,tt27809007
Buddha Mar Gaya,tt1083447
Daddy Cool (2009 Hindi film),null
Pyaar Koi Khel Nahin,tt0209263
Khoon Pasina,tt0076259
Sadgati,tt0083018
Bemisal,tt0083636
Amit Sahni Ki List,tt3822600
Aazaan,tt2033947
Swami (2007 film),tt28175966
Vaada Raha,tt0397742
Pardesi Babu,tt0119862
Janasheen,tt0366630
Kunwara Baap (1974 film),tt0071730
Hatya,tt0363666
My Dear Kuttichathan,tt0280968
Nastik (1983 film),null
Strangers (2007 Hindi film),null
Gunaah (2002 film),null
Tujhe Meri Kasam,tt0348258
Main Aur Mr. Riight,tt2216852
Khauff,tt0220596
In Custody,tt4116046
Safar (1970 film),tt19380358
Maatr,tt5543746
Girlfriend (2004 film),tt28478897
Brahmachari (1968 Hindi film),null
Gang of Ghosts,tt3531604
Khud-Daar,tt0084199
Kya Love Story Hai,tt0887753
Red Alert: The War Within,tt1245732
Bhuvan Shome,tt0064086
Utsav,tt0088335
Khel Khel Mein,tt27056012
5 Weddings,tt1971310
Tell Me O Kkhuda,tt1961530
Jung (2000 film),tt1746536
Gali Guleiyan,tt2302416
Gudgudee,tt0286664
Shiva (2006 film),tt0883377
Taqdeerwala,tt0114615
Prague (2013 film),tt24810756
Raja Ki Aayegi Baraat,tt1846278
Kanoon,tt0053985
Shaheed (1965 film),null
Darwaaza Bandh Rakho,tt0471646
James (2005 film),tt15657974
Bombay to Goa (2007 film),tt0068305
Tum Milo Toh Sahi,tt1442583
Gundaraj,tt0375791
Nishchaiy,tt0105007
Dil Jo Bhi Kahey...,tt0442764
Baaz: A Bird in Danger,tt0349115
Aa Gaya Hero,tt5896934
Banaras (2006 film),null
Miss Tanakpur Haazir Ho,tt4707940
Hamraaz,tt0061744
Bees Saal Baad (1962 film),tt0055783
Mumbai Delhi Mumbai,tt4045666
Mr. Bechara,tt0117099
The Householder,tt0057162
The Gambler (1995 film),tt0305171
Praan Jaye Par Shaan Na Jaye,tt0070558
Teen Thay Bhai,tt1867070
Baiju Bawra,tt11191326
Majhdhaar,tt0115019
Shor,nm0794896
Bombairiya,tt4971258
Pukar (1983 film),tt20866056
Ghar Ho To Aisa,tt0099651
Bhai (1997 film),tt29194990
Sssshhh...,tt0352830
Click (2010 film),tt2393689
Zameer: The Fire Within,tt0057058
Rules: Pyaar Ka Superhit Formula,tt0375021
Island City (2015 film),tt19622646
Pehla Nasha,tt0172980
Dobaara: See Your Evil,tt4552486
Vidhaata,tt0084866
Morning Raga,tt0419974
Hope Aur Hum,tt8324474
Dil Juunglee,tt6071752
Sangdil Sanam,tt0111067
3 Storeys,tt4552546
Alaap,tt0075653
Ankhen (1968 film),null
Zameer (1975 film),tt14831104
Baabarr,tt1508950
Yaraana (1995 film),null
Kabuliwala (1961 film),null
Jigariyaa,tt4010306
Ek: The Power of One,tt1454461
Utt Pataang,tt1809399
?: A Question Mark,tt2378057
Charas (2004 film),tt28176873
Pyaar Diwana Hota Hai,tt0274019
Red: The Dark Side,tt0896968
Khilona (1970 film),null
Barkhaa,tt4556848
Aryan: Unbreakable,tt0454396
Rajjo,tt2438764
Gangoobai,tt2624852
Sir,tt7142506
Allah Ke Banday,tt1292642
Evening Shadows,tt6028796
Om-Dar-B-Dar,tt0246825
Meenaxi: A Tale of Three Cities,tt9418878
The Film Emotional Atyachar,tt1649760
Tera Mera Saath Rahen,tt0301250
Eena Meena Deeka,tt0109710
Maya (2001 film),tt23592254
Dear Dad,tt5615116
Dear Maya,tt6033536
Haqeeqat (1995 film),null
Patel Ki Punjabi Shaadi,tt3209826
Baazi (1951 film),null
Aa Gale Lag Jaa (1973 film),tt0177473
Tamanchey,tt2317135
Rajaji,tt0286910
Zokkomon,tt1605790
Accident on Hill Road,tt1570417
Dekh Tamasha Dekh,tt3672618
Faraar,tt4984868
Prassthanam,tt8706884
Hawa,tt10928202
Teesri Aankh: The Hidden Camera,tt0779768
Sujata (1959 film),null
Halkaa,tt8136908
Bawandar,tt0280465
Kal Aaj Aur Kal,tt0330505
Ya Rab,tt3303416
Waarrior Savitri,tt4642936
Hum Tum Shabana,tt2034011
Muskurahat (1992 film),null
Kitne Door Kitne Paas,tt0313395
Khuddar,tt0110254
Naughty @ 40,tt1363125
Paar,tt22015488
Kuchh Meetha Ho Jaye,tt0453748
Hero Hindustani,tt0286683
Krishna (1996 Hindi film),null
Raqeeb,tt0898943
An Evening in Paris,tt0074503
Hote Hote Pyar Ho Gaya,tt0206020
Aaj,tt0098976
Aashik Awara,tt0106206
Mera Gaon Mera Desh,tt0232081
Hari Puttar: A Comedy of Terrors,tt1255873
Sahi Dhandhe Galat Bande,tt1630282
Aggar,tt0875692
Na Ghar Ke Na Ghaat Ke,tt1620907
Khudgarz,tt0248135
Qaidi Band,tt5617172
Zindagi Ek Juaa,tt0105897
Kisaan,tt1372266
Hazaar Chaurasi Ki Maa,tt0178562
Naseeb (1997 film),null
Jigyaasa,tt0819777
Itihaas (1997 film),null
Mehndi (1998 film),null
Rakshak,tt0135621
Dassehra,tt2759338
Anamika (1973 film),null
Hatim Tai (1990 film),tt12453004
High Jack,tt8175968
Dharmatma,tt0361505
Angaar,tt5988222
Sikandar (2009 film),null
Julie (1975 film),null
Oh My God (2008 film),tt2283748
Sharafat Gayi Tel Lene,tt4373886
Bandh Darwaza,tt0259877
Julie 2,tt5743888
Nigahen: Nagina Part II,tt0187351
Dastak (1996 film),tt28175952
Pratigya (1975 film),null
Jab Jab Phool Khile,tt0305689
Baap Numbri Beta Dus Numbri,tt0099081
Chal Chala Chal,tt1438486
Rajkumar (1996 film),null
Madhosh (1974 film),null
Life Mein Kabhie Kabhiee,tt0979913
Parwana (2003 film),null
Kudrat,tt0154749
Adalat (1976 film),null
Hero Hiralal,tt0093182
Koi Mere Dil Se Poochhe,tt0306840
