Movie Name,IMDb ID
Dard Ka Rishta,tt0083790
Insaaf (1987 film),null
Lakhon Mein Ek,tt2951562
Abhinetri,tt6106494
Jangal Mein Mangal,tt0435079
Toofan Aur Deeya,tt0384608
Professor Ki Padosan,tt0121659
Sheen,nm0790688
Ghar Ka Chiraag,tt0363634
Veerta,tt0243639
Paap Ko Jalaa Kar Raakh Kar Doonga,tt0384403
Daata,tt0405852
Albert Pinto Ko Gussa Kyun Aata Hai?,tt4355838
Bezubaan Ishq,tt4760750
Impatient Vivek,tt1948047
Sanshodhan,tt0827202
Trishagni,tt0300575
Ghar Ghar Ki Kahani,tt0254354
Prem Patra,tt0056367
Do Ustad (1959 film),tt0204661
Mahabharat (1965 film),null
Uljhan,tt0288273
Dosti Dushmani,tt0090958
Zamane Se Kya Darna,tt0339936
Dak Bangla,tt0260838
Adharm (1992 film),null
Jack and Dil,tt6144958
Saajan Ki Baahon Mein,tt0114316
Raat Aur Din,tt0156923
Dattak,tt0284999
Ek Paheli,tt4500734
Baghavat,tt0268166
Chhoti Bahu,tt0377636
Aaj Ka M.L.A. Ram Avtar,tt0177496
Trinetra,nm14983911
Uran Khatola,tt0048756
Ishk Ishk Ishk,tt0154653
Uphaar,tt0166008
Sajan (1969 film),tt27205108
Dil Daulat Duniya,tt0154413
Pasand Apni Apni,tt0158071
Swarg Yahan Narak Yahan,tt0395779
Vishnu-Devaa,tt0358261
Wedding Anniversary,tt6499258
Kismat (1995 film),null
Ssukh,tt0466398
Main Tera Dushman,tt0097813
Mr Prime Minister,tt0813539
Don Muthu Swami,tt1446055
Virodhi (1992 film),null
Naaka Bandi,tt0187338
Karar: The Deal,tt3565354
Afsana,nm14594615
Anhonee (1952 film),null
Babu (1985 film),null
Ek Mahal Ho Sapno Ka,tt0214663
Duniya (1968 film),null
12 O'Clock,tt0057793
Zehreela Insaan,tt0232977
Paigham,tt0053152
Main Nashe Mein Hoon,tt5423602
Thaayillamal Naan Illai,tt0186794
Duniya Meri Jeb Mein,tt0357621
Aisi Bhi Kya Jaldi Hai,tt0149609
Thikana,tt0094132
Judaai (1980 film),null
Bewafai,tt0362445
Imaandaar,tt0359457
Swarg Narak,tt0262801
Ghar Sansar,tt0154532
C.I.D. (1990 film),tt0099109
Thoda Lutf Thoda Ishq,tt4859310
Dulhan Wahi Jo Piya Man Bhaye,tt14821284
Mane,nm0541932
Bhanwarey,tt6611040
Bypass Road,tt9176260
Aarti,nm1865834
Dilli Ka Thug,tt0247291
Karm,tt22373148
International Crook,tt0430232
Bidaai (1974 film),null
Singapore (1960 film),tt1805276
Baazi (1968 film),null
Dhartiputra,tt0271458
Gangster (1994 film),tt28021025
Mafia (1996 film),tt0118177
Jaanam,tt0464990
Bhagyawan,tt0450577
Judge Mujrim,tt0339233
Suraag (1982 film),null
Kamla,nm12404223
Safed Haathi,tt0419107
Maryada (1971 film),tt8900532
Babul (1950 film),null
Param Vir Chakra,tt0940893
Do Phool,tt0214665
Sanyasi (1975 film),null
Nagin (1954 film),tt0212174
The Journey of Karma,tt9070934
Chalte Chalte (1976 film),tt0360463
Barood (1976 film),null
Insaniyat Ke Devta,tt0353555
Kartavya (1995 film),null
Bahaar Aane Tak,tt0395464
Sham Ghansham,tt0238591
Doli,tt0064244
Sara Akash,tt0064935
Aurat (1967 film),null
Bezubaan,tt4760750
Damaad,tt12741502
Aanchal (1980 film),null
Pyar Hi Pyar,tt0064857
Ishq Ke Parindey,tt4581722
Badalte Rishtey,tt29361747
Mere Huzoor,tt0290763
Yeh Raat Phir Na Aayegi (1966 film),tt0397741
Paraya Dhan,tt0067553
Soorma Bhopali,tt0096140
Tyagi,tt0364720
Mere Sapno Ki Rani,tt0122173
Police Officer,tt0267830
Door Gagan Ki Chhaon Mein,tt21331948
Meri Surat Teri Ankhen,tt0056232
Mere Sanam,tt0059445
Dharti Kahe Pukar Ke (1969 film),tt0215713
Dard (1981 film),tt0464637
Dhanwan (1981 film),null
Johar Mehmood in Hong Kong,tt0451780
Karate,tt0087538
Qayamat,tt0366928
Zakhmi Aurat,tt0364135
Shabnam Mausi,tt0459133
Yamraaj,tt0287152
Game (1993 film),tt12453192
Jeena Marna Tere Sang,tt0337651
Sita Kalyanam (1976 film),null
Maya (1961 film),tt22819988
Vicky Daada,tt0173415
Sawan Ko Aane Do,tt0388389
Sadhna (1958 film),null
Kartavya (1979 film),null
Saboot,tt0253618
Pyaar Karke Dekho,tt0363914
Parvarish (1958 film),null
Bhagmati (2005 film),null
Tulsi,nm5513385
Jeene Nahi Doonga,tt0231816
Chand Sa Roshan Chehra,tt0466367
Classic – Dance of Love,tt0116743
Indian Babu,tt0348644
Faasle,tt0089119
Beqabu,tt0350604
Pyaar Ka Saaya,tt0399530
Heeralal Pannalal (1999 film),tt0317641
Do Ankhen Barah Hath,tt0251053
Bullet: Ek Dhamaka,tt0483239
Sachaai,tt0316521
Footpath (1953 film),null
Sanjh Aur Savera,tt0139584
Ek Nai Paheli,tt0154446
Palay Khan,tt0424339
Meri Aawaz Suno,tt0359688
Kaala Sona,tt0073224
Hum Dono (1985 film),null
Zor Lagaa Ke...Haiya!,tt1479857
Saveray Wali Gaadi,tt0156052
Karishma Kudrat Kaa,tt0496523
Zindagi Khoobsoorat Hai,tt0340464
Hitler (1998 film),null
Tirchhi Topiwale,tt0396255
Ramgarh Ke Sholay,tt0271138
G Kutta Se,tt4307132
Panchlait,tt7571718
Love Marriage (1959 film),tt0088701
Chor Aur Chaand,tt0448413
Hum Hindustani,tt0053928
Devata (1978 film),null
Shriman Satyawadi,tt0054302
Jwaar Bhata,tt0151168
Jaaneman (1976 film),null
Mere Sajana Saath Nibhana,tt0104854
Badle Ki Aag,tt0083608
Mother (1999 film),tt22431388
Megha (1996 film),tt28175952
Agnichakra,tt0112308
Baharon Ki Manzil (1968 film),tt0139046
Current (1992 film),tt25926802
Mastana (1970 film),null
Dastan (1950 film),null
Geetaa Mera Naam,tt0071541
Amber,nm1720028
Ponga Pandit,tt0318584
Main Sunder Hoon,tt0234174
Dehraadun Diary,tt2613942
Ram Tere Kitne Naam,tt0358068
Nazar (1991 film),tt13647186
Policewala Gunda,tt0114153
Mardon Wali Baat,tt0157974
Asmaan Se Ooncha,tt0233146
Jeeva (1986 film),tt0093181
Main Zinda Hoon,tt0446395
Paapi,tt0076515
Gharana (1961 film),tt0252436
Anokha Rishta,tt0366182
Pranaam,tt7228072
Humne Jeena Seekh Liya,tt1127869
Shareef Budmaash,tt0232626
W (2014 film),tt3558196
Awam,tt0158477
Elaan (1971 film),null
Fateh (1991 film),tt13647186
Shikari (1991 film),null
Life Is Beautiful (2014 film),tt0118799
Uff! Yeh Mohabbat,tt0271243
Humlaa,tt0102073
Ek Se Bure Do,tt1420539
United Six,tt1821692
Star (1982 film),tt0203915
Sampoorna Ramayana,tt0242840
Tarang,tt0088227
Shaque,tt0259571
Aisa Yeh Jahaan,tt4760900
Ek Alag Mausam,tt0832297
Intaqam,tt0213729
Keemat (1973 film),null
Mere Humsafar,tt21245840
Bundal Baaz,tt0231226
Shehzada,tt13130948
Khel Khilari Ka,tt0363739
Kagaar: Life on the Edge,tt0378157
Sultaan,tt0462041
Gautam Govinda,tt0214707
Shera,nm0199418
Salaakhen (1975 film),null
Insaniyat Ke Dushman,tt0231796
Ek Anek Aur Ekta,tt0156504
Resham Ki Dori,tt0155106
Raja Aur Runk,tt0214037
Johar-Mehmood in Goa,tt0231827
Kinare Kinare,tt12619884
Jaanwar (1982 film),null
Sawan Ki Ghata,tt0176121
Aamne Samne (1982 film),null
Zindagi (1964 film),null
Chal Pichchur Banate Hain,tt2367056
Chehre Pe Chehra,tt0367595
Bhago Bhut Aaya,tt0377496
Yeh Rastey Hain Pyar Ke,tt0057699
Karmayogi (1978 film),null
Bade Ghar Ki Beti,tt0231214
Anjaana,tt1499201
Kaun Hai Jo Sapno Mein Aaya,tt0400571
Paappi Devataa,tt0347722
Umar 55 Ki Dil Bachpan Ka,tt0407274
Double Cross (2005 film),tt0489028
Aasma: The Sky Is the Limit,tt1252594
Gudia (1997 film),tt29194990
Mukti (1977 film),null
Manzil (1960 film),null
Paramaatma,tt0110881
Teri Kasam,tt5255710
Ziddi (1964 film),null
Rani Aur Lalpari,tt0246190
Ansh: The Deadly Part,tt0315777
The Final Exit,tt7340684
Phir Kab Milogi,tt0244713
Shortcut Safari,tt4505006
Ek Dil Sau Afsane,tt0057024
Jadu Tona,tt0245977
Hum Pyar Tumhi Se Kar Baithe,tt0396057
Balidaan (1985 film),null
Dahleez,tt0158574
Bansi Birju,tt0068255
Ghar Ki Izzat (1994 film),tt0172488
Life Express (2010 film),tt1801125
Diya Aur Toofan (1995 film),tt0112876
Rock Dancer,tt0274764
Balwinder Singh Famous Ho Gaya,tt4087770
Ek Second... Jo Zindagi Badal De?,tt1629260
Pavitra Paapi,tt0442610
Charandas Chor,tt0155606
Yaara Dildara,tt0399911
Hungama (1971 film),null
Hulchul (1951 film),null
Tapasya (1976 film),null
Karishmaa,tt0877649
Chandan Ka Palna,tt0139107
Wardat,tt0246322
Dharti,tt0354503
Ek Musafir Ek Hasina,tt0055949
Pyaar Zindagi Hai,tt0847758
Paagalpan,tt0285319
Priyatama,tt0152080
Riyasat,tt2283894
Aranyaka,tt0305241
Maalik (1972 film),null
Ladaai,tt0366696
Jhutha Sach,tt0357812
Naya Kadam,tt0187344
Prem Yog,tt0362986
Pyaar Ke Do Pal,tt26787362
Biraj Bahu,tt0046780
Baaz (1992 film),tt27837204
Aap Ke Saath,tt0090577
Police Aur Mujrim,tt0251346
Crazy Cukkad Family,tt4094820
Insaaf Kaun Karega,tt0359473
Iqraar by Chance,tt0880464
Shiva Ka Insaaf,tt0376887
Door Ka Raahi,tt0233604
Daaka,tt10833860
Teen Bahuraniyan,tt0293634
Pocket Maar (1974 film),null
Ishq Par Zor Nahin,tt0065903
Janta Hawaldar,tt0357809
Sabse Bada Rupaiya (1976 film),tt0420139
Woh Phir Aayegi,tt0230978
Shart (1986 film),tt0278710
Ahankaar,tt0112309
Yaadgaar (1984 film),null
Rangbaaz (1996 film),null
Bhavani Junction,tt0268990
Dadagiri,tt0449892
Charnon Ki Saugandh,tt0154311
Shikari (1963 film),null
Sher-E-Hindustan,tt0455199
Anna (2016 film),tt25336532
Shaitani Ilaaka,tt0261296
Sau Crore,tt0155147
Oonche Log (1965 film),tt28437214
Charitraheen,tt0268217
Suryaa: An Awakening,tt0360051
Mujhe Insaaf Chahiye,tt0260207
Hamare Tumhare,tt0079263
Arzoo (1950 film),null
Asha Jyoti,tt0262242
Bepanaah,tt0321421
Hum Se Badkar Kaun,tt0378069
Main Balwaan,tt0093518
Maha Chor,tt0155846
Chingari (1989 film),null
Goonj (1989 film),tt29145609
Waris (1969 film),tt27205108
Sawaal,tt0301810
Shankara (1991 film),null
Jaan Hatheli Pe,tt0230346
Mashooq,tt0403276
Deedar-E-Yaar,tt0266456
Mohabbat Ke Dushman,tt0239654
Iski Topi Uske Sarr,tt0286723
Thodi Life Thoda Magic,tt1267400
Love Ke Chakkar Mein,tt0833493
Main Chup Rahungi,tt0056213
Hari Darshan,tt0157736
Shola Aur Shabnam (1961 film),tt0055444
Chhaya,nm6154971
Nazrana (1961 film),null
Trishna (1978 film),null
Mela (1971 film),null
Bhabhi (1957 film),null
Night in London,tt0158026
Chakravyuha (1978 film),tt0157451
Ek Shrimaan Ek Shrimati,tt0451048
Dus Lakh,tt0214653
Kanhaiya (1959 film),null
Awaaz,tt0268160
Aakraman,tt0178180
Halaku,tt0139303
Yeh To Kamaal Ho Gaya,tt0260580
Rakhi (1962 film),tt20865970
Kafan,tt0493354
Jhoota Kahin Ka,tt0386556
Ardhangini,tt12527002
Phool Khile Hain Gulshan Gulshan,tt0359830
Mast Kalandar,tt0266752
Saazish (1988 film),tt23201528
99.9 FM,tt0926029
Tejaa,tt0362223
Anokhi Ada,tt0233227
Beta Ho To Aisa,tt0109246
Mehrban,tt0061963
Boy Friend (1961 film),tt6967136
Chirag Kahan Roshni Kahan,tt0139116
Gazal (1964 film),null
Man-Mauji,tt0234195
Ek Hi Raasta (1956 film),tt0106799
Jail Yatra,tt0390139
Aaj Aur Kal (1963 film),tt0056805
Parasmani,tt0242760
Sasural (1961 film),null
Sutradhar,tt0350177
Aar Paar (1985 film),tt12471454
John Jani Janardhan,tt0354671
Nishaan,tt0368079
Chirag,tt0064164
Bandish (1980 film),tt4425034
Muddat,tt0154909
Anand Aur Anand,tt0154143
Kismat (1968 film),null
Sachché Ká Bol-Bálá,tt1728986
Himalay Se Ooncha,tt0073112
Betaaj Badshah,tt0112485
Sabki Bajegi Band,tt4654760
Mere Do Anmol Ratan,tt0483288
Dhoondte Reh Jaaoge! (1998 film),tt0317355
Amiri Garibi,tt0236978
Jeene Do,tt0360693
Sherni,tt10741542
Gunehgar,tt0113237
Main Solah Baras Ki,tt0286803
Haathon Ki Lakeeren,tt0154559
Tamasha (1952 film),null
Ghar Dwaar,tt0231645
Ek Se Badhkar Ek (1976 film),tt0157572
Rukhsat,tt0423100
Raavan (1984 film),null
Ek Baar Kaho,tt0340091
Sawan Bhadon,tt0341563
Ek Phool Char Kante,tt0053791
Aaram,tt0355169
Aandhi-Toofan,tt0178187
Zamana (1985 film),null
Saajan Bina Suhagan,tt0388387
Badhti Ka Naam Dadhi,tt0233281
Kaalia (1997 film),tt28175977
Fiffty Fiffty,tt0359266
Sunayana,nm3841801
Oonche Log (1985 film),null
Ganwaar,tt0065758
Rakhwala (1971 film),null
Lashkar,tt0275466
Hawalaat,tt0317637
Dekha Pyar Tumhara,tt0359143
Dhan Daulat,tt0379246
Chor Sipahee,tt0349212
Shandaar,tt0234701
Jaise Ko Taisa,tt0418760
Main Intequam Loonga,tt0260156
First Love Letter,tt0101887
Souten: The Other Woman,tt0833537
Eight: The Power of Shani,tt7631058
Satellite Shankar,tt9179426
Pati Patni Aur Tawaif,tt0232291
Asli Naqli,tt0244409
Kaun Kare Kurbanie,tt1454012
Mera Faisla,tt0359684
Jawab (1995 film),tt26204436
Libaas,tt26673551
Pocket Maar (1956 film),null
Dulhan Ek Raat Ki,tt0212123
Gauri (1968 film),null
Geetanjali (1993 film),null
Aman,nm1086543
Yeh Desh,tt0260579
Guest House (1980 film),tt2895850
Sau Din Saas Ke,tt0358108
Saazish (1975 film),null
Suhana Safar,tt0351790
Nyay Anyay,tt0396768
Bewaqoof,tt0231254
Revati,tt0420123
Ghar Mein Ram Gali Mein Shyam,tt0315893
Mera Pati Sirf Mera Hai,tt0363810
Pyar Ki Jeet (1987 film),tt0350005
Goonj Uthi Shehnai,tt0156576
Shatru,nm9061357
Jallian Wala Bagh,tt0322814
Kasba,tt0102191
Bandhan Kuchchey Dhaagon Ka,tt0268169
Insaaf Main Karoonga,tt0243333
Prem Bandhan,tt13771814
Bahurani (1963 film),null
Mr. India (1961 film),null
Man Ki Aankhen,tt0230498
Neela Aakash,tt0308640
Panaah,tt2011178
Jaane-Anjaane,tt0268394
Dil-e-Nadaan,tt0231460
Bheegi Raat,tt0139065
Amardeep (1958 film),null
Adhikar (1986 film),null
Humshakal (1974 film),null
Dushman (1990 film),null
Wahan Ke Log,tt0155370
Aandhiyan,tt0175422
Hum Se Na Takrana,tt0359444
Ustadon Ke Ustad (1998 film),tt0287081
Namak,tt0070434
Amba,nm0000744
Pooja Ke Phool,tt0156903
Shikast,tt5029216
Gopal Krishna (1979 film),tt0165805
Purnima,nm2616400
Strings of Passion,tt1867064
Adalat (1958 film),null
Chhoti Si Mulaqat,tt0061467
Aap Ki Parchhaiyan,tt0233145
Phagun (1958 film),null
Hum Se Hai Zamana,tt0268373
Chor Ke Ghar Chor,tt0246492
Chhoti Bahen,tt0255050
Ayee Milan Ki Raat,tt0404797
Daulat (1982 film),null
Apne Dam Par,tt0115558
Taxi Taxie,tt0316733
Sazaa (1951 film),null
Chandi Sona,tt0271421
Khooni Panja,tt0455140
Yeh Aag Kab Bujhegi,tt0103304
Tumhare Liye,tt0214210
Mummy Punjabi,tt2066925
Himmat Aur Mehanat,tt0154589
Gawaahi,tt0215789
Chorni,tt0439499
Sarphira,tt0344301
Jyoti Bane Jwala,tt0262534
Aaj Ka Daur,tt0154105
Phool Aur Aag,tt0286891
Jaan Ki Baazi,tt0361761
NH-8 Road to Nidhivan,tt4671212
Dharm Aur Qanoon,tt0379249
Phandebaaz,tt0376071
Roop Ki Rani Choron Ka Raja (1961 film),tt0107986
5 Rifles,tt0231592
Chalta Purza,tt0381079
Yeh Nazdeekiyan,tt0250121
Hawas,tt0408837
Yeh Ishq Nahin Aasaan,tt0277446
Takkar (1980 film),null
Sarfarosh (1985 film),null
Aakhri Cheekh,tt0259831
Sachai Ki Taqat,tt0260336
Miss 420,tt0395668
Aag Aur Shola,tt0154104
Ham Sab Chor Hain (1995 film),tt0231763
Bloody Isshq,tt2404187
Aur Ek Prem Kahani,tt0297001
Anhonee (1973 film),null
Kathputli (1971 film),null
Taraana,nm2351977
Annadata (1972 film),null
Aas Ka Panchhi,tt0053566
Insan Jaag Utha,tt0087492
Honeymoon (1973 film),tt8648236
Nastik (1954 film),null
Deewaangee,tt0293081
Roop Tera Mastana,tt0176101
Janwar Aur Insaan,tt26232836
Santaan,tt9871754
Pyar Ke Naam Qurbaan,tt0363915
April Fool (1964 film),tt12423162
Bhai Ho To Aisa,tt0213500
Hisaab Khoon Ka,tt0097513
Yaadon Ki Kasam,tt0270091
Do Premee,tt0231475
Pratigyabadh,tt0102702
Mahaadev,tt0319787
Daku Hasina,tt0270299
Mera Lahoo,tt0427524
Zorro (1975 Hindi film),null
Azaad Desh Ke Gulam,tt0330019
Nasihat,tt1988735
Laila (1984 film),tt21819160
Jahan Jaaeyega Hamen Paaeyega,tt1236470
Om (2003 film),tt0365763
Yeh Kaisi Mohabbat,tt0316911
Kaala Samrajya,tt0339239
Yadvi – The Dignified Princess,tt4910010
Paheli (1977 film),null
Ustadon Ke Ustad (1963 film),tt0158314
Basant Bahar,tt0048987
Bhavna,nm2243480
Memdidi,tt0055164
Jal Bin Machhli Nritya Bin Bijli,tt0352457
Lorie,nm0341285
Dulhan (1975 film),null
Dulhan Banoo Main Teri,tt0940881
Himmat (1970 film),null
Do Bhai (1969 film),tt0204661
Aisa Pyaar Kahan,tt0358926
Spark (2014 film),tt3391214
Kranti Kshetra,tt0205189
Mera Jawab,tt0089582
Tangewala,tt0176216
Main Awara Hoon,tt0361869
Tan-Badan,tt0092049
Aap To Aise Na The,tt0178198
Aadmi Sadak Ka,tt0177485
Zameen Aasmaan (1984 film),tt0088442
Nehle Pe Dehla,tt0074955
Brahma (1994 film),null
Bumper Draw,tt4995402
Insaaf Apne Lahoo Se,tt0349618
All Rounder (1984 film),tt13733172
Aaja Meri Jaan,tt0177503
Sallu Ki Shaadi,tt7722484
Dekh Kabira Roya,tt0157524
Boond Jo Ban Gayee Moti,tt0175497
Benazir (1964 film),null
Aaj Ka Robin Hood,tt0123370
Bawre Nain,tt0042233
Gaon Hamara Shaher Tumhara,tt0357691
Shatranj (1969 film),null
Raja Saab,tt0371908
Krishan Avtaar,tt0490440
Suhaagan,tt27522177
Jurmana (1996 film),null
Anari (1975 film),null
Khaan Dost,tt0215898
Hiraasat,tt1002683
Ayaash,tt0268162
Insaan (1982 film),null
Hasti,nm3127051
Bhabhi Ki Chudiyan,tt0138323
Man Mandir,tt0157964
Shehzaade,tt0359965
Mera Haque,tt0361904
Zindagi Tere Naam,tt2164702
Hoshiyar,tt0257763
Utthaan,tt0489582
Aulad Ke Dushman,tt0231197
Dil Bechara Pyaar Ka Maara,tt0432506
Paap Ki Aandhi,tt0234412
Samar (1999 film),tt0269417
Basti,nm1341876
Baarish,tt15186840
Tyaag,tt27719227
Gehra Daag,tt0175651
Grahasti (1963 film),null
Kathputli (1957 film),null
Upaasna,tt0176272
Jigri Dost,tt0175788
Main Aur Mera Haathi,tt0371809
Bhola Bhala,tt0354416
Subah-O-Shaam,tt0158246
Ek Nari Ek Brahmachari,tt0175590
Phaansi,tt0237564
Muqadar,tt0395672
Izzat (1991 film),tt13647186
Dil Diwana,tt0155668
Kala Dhanda Goray Log,tt0091320
Jwalamukhi (1980 film),null
Aap Beati,tt0178194
Staying Alive (2012 film),tt2188893
Sukhmani: Hope for Life,tt1620971
Jyoti (1981 film),null
Avinash,nm2453803
Aazmayish,tt0109031
Ab Insaf Hoga,tt0112272
Pyar Ke Kabil,tt0362999
Shaadi Ke Baad,tt0255593
Itihaas (1987 film),null
Bond 303,tt0448392
Do Matwale,tt0359168
Nothing but Life,tt0098596
Zindagani,tt0390657
Mohabbat Zindagi Hai (1966 film),tt0316268
Dil Bhi Tera Hum Bhi Tere,tt0302479
Alibaba Marjinaa,tt0165613
Ormakal Marikkumo,tt0320210
Baap Re Baap,tt0231209
Ghungroo Ki Awaaz,tt0260047
Hanste Khelte,tt0442601
Hatyara,tt0373891
Aan Baan (1972 film),null
Bachpan,tt0213475
Wanted: Dead or Alive (1984 film),tt0051327
68 Pages,tt1151299
Agar... If,tt0414806
Zinda Dil,tt2679078
Hum Bhi Insaan Hain (1989 film),tt0359442
Door Ki Awaaz,tt0214639
Sitapur Ki Geeta,tt0243561
Khuda Kasam (1981 film),null
Tower House (1962 Hindi film),null
Billa No. 786,tt0494926
Jaane Kyun De Yaaron,tt7720254
Jazbaat (1980 film),null
Ustadi Ustad Se,tt0945604
Jaane Jigar,tt0349635
Lajwanti,tt5253116
Zindagi (1976 film),null
Ganga Ki Lahren,tt0418698
Dharkan,tt0175564
Yeh Khula Aasmaan,tt2402745
Call Girl (1974 film),tt10456894
Aankhon Aankhon Mein,tt4907282
Sunglass,tt4249442
Saas Bhi Kabhi Bahu Thi,tt0278212
Chaarfutiya Chhokare,tt3021244
Chetna,nm1813397
Paras,nm4407460
Aag (1967 film),tt0061834
Muqaddar Ka Faisla,tt0239682
Ek Hi Raasta (1977 film),tt0075977
Aap Ki Khatir (1977 film),tt0178196
Kali Ghata (1980 film),null
Ghar Parivar,tt16154620
Phoolon Ki Sej,tt0058467
Jeevan Yudh,tt0351126
Romance (1983 film),null
Jai Jawaan Jai Kisaan,tt2872050
Nishana (1995 film),null
Khoon Khoon,tt0844441
God and Gun,tt0113185
Mar Mitenge,tt0359657
Lakshmanrekha,tt0359582
Lovers (1983 film),tt8609856
Bhishma (1996 film),tt1892989
Kabrastan,tt0440530
Aur Pappu Paas Ho Gaya,tt0118525
Jigarwala,tt0102160
Susman,nm0839881
Aansoo Ban Gaye Phool,tt0147812
Main Bhi Ladki Hoon,tt0139446
Akashdeep,nm1002422
Bin Phere Hum Tere,tt0315292
Zakhmee,tt0073923
Yeh Gulistan Hamara,tt0069522
Pighalta Aasman,tt1010439
Nakhuda,tt0341496
Kalabaaz,tt0275442
Aalaap,tt2243336
Zakhmo Ka Hisaab,tt0360227
Qaidi (1984 film),tt21819160
Dulha Bikta Hai,tt0349382
Prateeksha,tt0857395
Qurbani Rang Layegi,tt0360911
Chor Police,tt0271432
Aadat Se Majboor,tt0177479
Aakhri Daao,tt0178174
Suhaag Raat (1968 film),null
Johny I Love You,tt0361779
Bhairav,tt7598598
Sikka,nm9577930
Majaal,tt0154821
Love Marriage (1984 film),tt0088701
Pehchan (1970 film),null
Insaf Ki Pukar,tt0260097
Maa Kasam (1985 film),tt12423020
Pyar Kiya Hai Pyar Karenge,tt0091806
Jawan Mohabbat,tt0206054
Dil Kaa Heera,tt0215717
Hum Sab Ustad Hain,tt0357769
Rakhi Aur Hathkadi,tt0284419
Aansoo Aur Muskan,tt0178191
Dharma (1973 film),null
Neend Hamari Khwab Tumhare,tt0364555
Bhanwar,tt12798292
Banphool,tt0156340
Waqt Ki Deewar,tt0360170
Khwab,tt0268407
Jeena Hai Toh Thok Daal,tt2294685
Sacred Evil – A True Story,tt19500224
Bengal Tiger (2001 film),tt0477574
Shankar Shambhu,tt0358138
Jaal (1967 film),tt7322868
Mumbhai Connection,tt1826763
Haathkadi (1982 film),null
Agnee (1988 film),tt25305628
Andhera,tt0259854
Jeet Hamaari,tt0361771
Taqdeer Ka Tamasha,tt0978726
Double Cross (1972 film),tt0276925
Aaj Ka Ravan,tt0437058
Juaari,tt0395614
Badmaash (1998 film),null
Parda Hai Parda,tt0154992
Chaani,nm3724910
Pita,nm0676201
Debshishu,tt0157518
Chand Ke Paar Chalo,tt2668860
Shaadi (1962 film),null
Naache Mayuri,tt0260217
Mr. Sampat,tt0331294
Poonam Ki Raat,tt0059610
Usne Kaha Tha,tt0054430
Saheb Bahadur,tt0155135
Pyar Ka Karz,tt0155073
Harjaee,tt0373887
Sitara (1980 film),null
Jahan Tum Le Chalo,tt0439641
Hamlet (1954 film),null
Salma Pe Dil Aa Gaya,tt0286938
Apne Apne,tt0814014
Gehri Chot - Urf: Durdesh,tt0085456
Rustam Sohrab,tt0133188
Shankar Dada,tt0408181
Yaadgaar (1970 film),null
Samadhi (1950 film),null
Milap,nm1179457
Hafta Vasuli,tt0319480
Ahsaas,nm1741856
Kachche Heere,tt0155788
Zordaar,tt0405499
Meri Adalat (1984 film),null
Ranbhoomi,tt0359876
Sher Dil,tt9129166
Ab Kya Hoga,tt0178212
Chand Par Chadayee,tt0061463
Deewana Tere Naam Ka,tt0405864
Veeru Dada,tt0360145
Cigarette Ki Tarah,tt2346744
Sadak Chhap,tt0363972
Pyaar Ka Tarana,tt0155075
Janam Kundli,tt0113457
Naam O Nishan,tt0361941
Maahir,tt0378281
Malik Ek,tt1609147
Railway Platform,tt0048537
Maa Aur Mamta,tt0175874
Char Dervesh,tt0440196
Sun Sajna,tt0430647
Hum Tere Aashiq Hain,tt10270584
Amaanat,tt0109091
Love in Bombay,tt2306635
Preetam,tt0395715
Sangram (1950 film),null
Anjane Mein,tt0389759
Apne Huye Paraye,tt0357433
Mitti (2001 film),tt17298234
Prem Tapasya,tt0262703
Kotwal Saab,tt0244596
Baadal,tt0339998
Gangvaa,tt0362674
Bhagam Bhag (1956 film),tt27547413
Ulta Seedha,tt0245525
Aulad (1968 film),null
Safed Jhooth,tt0158179
Kasak (1992 film),tt27837204
Ganga Tere Desh Mein,tt0359309
Lava (1985 film),null
Jallad No. 1,tt0354662
Shabnam (1964 film),null
Sauda,tt0158429
Baali Umar Ko Salaam,tt0363455
Chauraha,tt20673890
Krishna Arjun,tt1876940
Abhilasha (1968 film),null
Luckhnowi Ishq,tt4594848
Chand Aur Suraj,tt0059023
Saiyan,tt5368166
Achha Bura,tt0244380
Muqabla (1979 film),null
Jeene Ki Arzoo,tt0361770
Khudai,tt0400577
Kohraam,tt0363747
Sharafat Chod Di Maine,tt0381585
Chicken Curry Law,tt7189494
Sunehra Sansar,tt0276542
Jaanoo,tt0359492
Mera Karam Mera Dharam,tt0215987
Chowkidar,tt0429776
Chakkar Pe Chakkar,tt0357533
Aaj Ke Angaare,tt0363407
Mahaveera,tt0366739
Mahaguru (1985 film),null
Haisiyat,tt0262458
Bada Kabutar,tt0069759
Angaara,tt0115541
Meraa Ghar Mere Bachche,tt0359685
Zakhmi Sher,tt0262933
Moojrim,tt0374066
Himmatwala (1998 film),null
Do Numbri,tt2008498
Dil Ka Doctor,tt0405873
Aaj Ka Mahaatma,tt0177497
Saankal,tt1837576
Sarhad (1960 film),null
Patang,tt0065936
Ek Naya Rishta,tt0249492
Khiladi (1968 film),null
Kaun Jeeta Kaun Haara,tt0095432
Daal Me Kala,tt0156444
Do Waqt Ki Roti,tt0359170
Bhola in Bollywood,tt0497887
Rishta Kagaz Ka,tt0816627
Devi (1970 film),tt19380358
Shagoon,tt0268631
Meharbaani,tt0445085
Pyar Ka Sapna,tt0244741
Apmaan Ki Aag,tt0482034
Nishana (1980 film),null
